,interest,country_code,citizenship,gender,is_denominator,language,languages,max_age,min_age,scholarity,audience,age_range
73066,cars vehicles,DZ,locals,Female,False,European,NOTSELECTED,24.0,18,ND,1500,18-24.0
73068,cars vehicles,EG,locals,Female,False,European,NOTSELECTED,24.0,18,ND,1700,18-24.0
73069,cars vehicles,IQ,locals,Female,False,European,NOTSELECTED,24.0,18,ND,130,18-24.0
73070,cars vehicles,JO,locals,Female,False,European,NOTSELECTED,24.0,18,ND,120,18-24.0
73071,cars vehicles,KW,locals,Female,False,European,NOTSELECTED,24.0,18,ND,0,18-24.0
73072,cars vehicles,LB,locals,Female,False,European,NOTSELECTED,24.0,18,ND,360,18-24.0
73073,cars vehicles,LY,locals,Female,False,European,NOTSELECTED,24.0,18,ND,90,18-24.0
73074,cars vehicles,MA,locals,Female,False,European,NOTSELECTED,24.0,18,ND,2200,18-24.0
73075,cars vehicles,OM,locals,Female,False,European,NOTSELECTED,24.0,18,ND,0,18-24.0
73076,cars vehicles,QA,locals,Female,False,European,NOTSELECTED,24.0,18,ND,0,18-24.0
73077,cars vehicles,SA,locals,Female,False,European,NOTSELECTED,24.0,18,ND,280,18-24.0
73078,cars vehicles,SO,locals,Female,False,European,NOTSELECTED,24.0,18,ND,0,18-24.0
73079,cars vehicles,TN,locals,Female,False,European,NOTSELECTED,24.0,18,ND,3500,18-24.0
73080,cars vehicles,AE,locals,Female,False,European,NOTSELECTED,24.0,18,ND,30,18-24.0
73081,cars vehicles,YE,locals,Female,False,European,NOTSELECTED,24.0,18,ND,0,18-24.0
73082,cars vehicles,PS,locals,Female,False,European,NOTSELECTED,24.0,18,ND,0,18-24.0
73083,cars vehicles,DZ,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,70,18-24.0
73085,cars vehicles,EG,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,100,18-24.0
73086,cars vehicles,IQ,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,0,18-24.0
73087,cars vehicles,JO,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,30,18-24.0
73088,cars vehicles,KW,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,30,18-24.0
73089,cars vehicles,LB,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,0,18-24.0
73090,cars vehicles,LY,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,0,18-24.0
73091,cars vehicles,MA,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,90,18-24.0
73092,cars vehicles,OM,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,0,18-24.0
73093,cars vehicles,QA,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,100,18-24.0
73094,cars vehicles,SA,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,2000,18-24.0
73095,cars vehicles,SO,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,0,18-24.0
73096,cars vehicles,TN,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,90,18-24.0
73097,cars vehicles,AE,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,180,18-24.0
73098,cars vehicles,YE,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,0,18-24.0
73099,cars vehicles,PS,locals,Female,False,Indian,NOTSELECTED,24.0,18,ND,0,18-24.0
73100,cars vehicles,DZ,locals,Female,False,English,NOTSELECTED,24.0,18,ND,350,18-24.0
73102,cars vehicles,EG,locals,Female,False,English,NOTSELECTED,24.0,18,ND,140,18-24.0
73103,cars vehicles,IQ,locals,Female,False,English,NOTSELECTED,24.0,18,ND,250,18-24.0
73104,cars vehicles,JO,locals,Female,False,English,NOTSELECTED,24.0,18,ND,90,18-24.0
73105,cars vehicles,KW,locals,Female,False,English,NOTSELECTED,24.0,18,ND,80,18-24.0
73106,cars vehicles,LB,locals,Female,False,English,NOTSELECTED,24.0,18,ND,300,18-24.0
73107,cars vehicles,LY,locals,Female,False,English,NOTSELECTED,24.0,18,ND,0,18-24.0
73108,cars vehicles,MA,locals,Female,False,English,NOTSELECTED,24.0,18,ND,290,18-24.0
73109,cars vehicles,OM,locals,Female,False,English,NOTSELECTED,24.0,18,ND,60,18-24.0
73110,cars vehicles,QA,locals,Female,False,English,NOTSELECTED,24.0,18,ND,90,18-24.0
73111,cars vehicles,SA,locals,Female,False,English,NOTSELECTED,24.0,18,ND,2000,18-24.0
73112,cars vehicles,SO,locals,Female,False,English,NOTSELECTED,24.0,18,ND,270,18-24.0
73113,cars vehicles,TN,locals,Female,False,English,NOTSELECTED,24.0,18,ND,990,18-24.0
73114,cars vehicles,AE,locals,Female,False,English,NOTSELECTED,24.0,18,ND,80,18-24.0
73115,cars vehicles,YE,locals,Female,False,English,NOTSELECTED,24.0,18,ND,0,18-24.0
73116,cars vehicles,PS,locals,Female,False,English,NOTSELECTED,24.0,18,ND,0,18-24.0
73134,cars vehicles,DZ,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,43000,18-24.0
73136,cars vehicles,EG,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,180000,18-24.0
73137,cars vehicles,IQ,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,21000,18-24.0
73138,cars vehicles,JO,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,34000,18-24.0
73139,cars vehicles,KW,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,280,18-24.0
73140,cars vehicles,LB,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,20000,18-24.0
73141,cars vehicles,LY,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,14000,18-24.0
73142,cars vehicles,MA,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,38000,18-24.0
73143,cars vehicles,OM,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,270,18-24.0
73144,cars vehicles,QA,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,160,18-24.0
73145,cars vehicles,SA,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,3000,18-24.0
73146,cars vehicles,SO,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,260,18-24.0
73147,cars vehicles,TN,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,43000,18-24.0
73148,cars vehicles,AE,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,360,18-24.0
73149,cars vehicles,YE,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,2700,18-24.0
73150,cars vehicles,PS,locals,Female,False,Arabic,NOTSELECTED,24.0,18,HS,7400,18-24.0
73151,cars vehicles,DZ,locals,Female,False,English,NOTSELECTED,24.0,18,HS,14000,18-24.0
73153,cars vehicles,EG,locals,Female,False,English,NOTSELECTED,24.0,18,HS,110000,18-24.0
73154,cars vehicles,IQ,locals,Female,False,English,NOTSELECTED,24.0,18,HS,13000,18-24.0
73155,cars vehicles,JO,locals,Female,False,English,NOTSELECTED,24.0,18,HS,23000,18-24.0
73156,cars vehicles,KW,locals,Female,False,English,NOTSELECTED,24.0,18,HS,430,18-24.0
73157,cars vehicles,LB,locals,Female,False,English,NOTSELECTED,24.0,18,HS,21000,18-24.0
73158,cars vehicles,LY,locals,Female,False,English,NOTSELECTED,24.0,18,HS,6300,18-24.0
73159,cars vehicles,MA,locals,Female,False,English,NOTSELECTED,24.0,18,HS,17000,18-24.0
73160,cars vehicles,OM,locals,Female,False,English,NOTSELECTED,24.0,18,HS,450,18-24.0
73161,cars vehicles,QA,locals,Female,False,English,NOTSELECTED,24.0,18,HS,500,18-24.0
73162,cars vehicles,SA,locals,Female,False,English,NOTSELECTED,24.0,18,HS,3800,18-24.0
73163,cars vehicles,SO,locals,Female,False,English,NOTSELECTED,24.0,18,HS,390,18-24.0
73164,cars vehicles,TN,locals,Female,False,English,NOTSELECTED,24.0,18,HS,19000,18-24.0
73165,cars vehicles,AE,locals,Female,False,English,NOTSELECTED,24.0,18,HS,880,18-24.0
73166,cars vehicles,YE,locals,Female,False,English,NOTSELECTED,24.0,18,HS,1100,18-24.0
73167,cars vehicles,PS,locals,Female,False,English,NOTSELECTED,24.0,18,HS,3700,18-24.0
73168,cars vehicles,DZ,locals,Female,False,European,NOTSELECTED,24.0,18,HS,3000,18-24.0
73170,cars vehicles,EG,locals,Female,False,European,NOTSELECTED,24.0,18,HS,13000,18-24.0
73171,cars vehicles,IQ,locals,Female,False,European,NOTSELECTED,24.0,18,HS,190,18-24.0
73172,cars vehicles,JO,locals,Female,False,European,NOTSELECTED,24.0,18,HS,920,18-24.0
73173,cars vehicles,KW,locals,Female,False,European,NOTSELECTED,24.0,18,HS,0,18-24.0
73174,cars vehicles,LB,locals,Female,False,European,NOTSELECTED,24.0,18,HS,1100,18-24.0
73175,cars vehicles,LY,locals,Female,False,European,NOTSELECTED,24.0,18,HS,360,18-24.0
73176,cars vehicles,MA,locals,Female,False,European,NOTSELECTED,24.0,18,HS,3300,18-24.0
73177,cars vehicles,OM,locals,Female,False,European,NOTSELECTED,24.0,18,HS,50,18-24.0
73178,cars vehicles,QA,locals,Female,False,European,NOTSELECTED,24.0,18,HS,0,18-24.0
73179,cars vehicles,SA,locals,Female,False,European,NOTSELECTED,24.0,18,HS,250,18-24.0
73180,cars vehicles,SO,locals,Female,False,European,NOTSELECTED,24.0,18,HS,0,18-24.0
73181,cars vehicles,TN,locals,Female,False,European,NOTSELECTED,24.0,18,HS,8100,18-24.0
73182,cars vehicles,AE,locals,Female,False,European,NOTSELECTED,24.0,18,HS,50,18-24.0
73183,cars vehicles,YE,locals,Female,False,European,NOTSELECTED,24.0,18,HS,0,18-24.0
73184,cars vehicles,PS,locals,Female,False,European,NOTSELECTED,24.0,18,HS,120,18-24.0
73185,cars vehicles,DZ,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,80,18-24.0
73187,cars vehicles,EG,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,350,18-24.0
73188,cars vehicles,IQ,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,0,18-24.0
73189,cars vehicles,JO,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,40,18-24.0
73190,cars vehicles,KW,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,0,18-24.0
73191,cars vehicles,LB,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,0,18-24.0
73192,cars vehicles,LY,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,0,18-24.0
73193,cars vehicles,MA,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,50,18-24.0
73194,cars vehicles,OM,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,0,18-24.0
73195,cars vehicles,QA,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,90,18-24.0
73196,cars vehicles,SA,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,680,18-24.0
73197,cars vehicles,SO,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,0,18-24.0
73198,cars vehicles,TN,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,210,18-24.0
73199,cars vehicles,AE,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,180,18-24.0
73200,cars vehicles,YE,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,0,18-24.0
73201,cars vehicles,PS,locals,Female,False,Indian,NOTSELECTED,24.0,18,HS,0,18-24.0
73202,cars vehicles,DZ,locals,Female,False,English,NOTSELECTED,24.0,18,HS,200,18-24.0
73204,cars vehicles,EG,locals,Female,False,English,NOTSELECTED,24.0,18,HS,450,18-24.0
73205,cars vehicles,IQ,locals,Female,False,English,NOTSELECTED,24.0,18,HS,330,18-24.0
73206,cars vehicles,JO,locals,Female,False,English,NOTSELECTED,24.0,18,HS,240,18-24.0
73207,cars vehicles,KW,locals,Female,False,English,NOTSELECTED,24.0,18,HS,0,18-24.0
73208,cars vehicles,LB,locals,Female,False,English,NOTSELECTED,24.0,18,HS,470,18-24.0
73209,cars vehicles,LY,locals,Female,False,English,NOTSELECTED,24.0,18,HS,0,18-24.0
73210,cars vehicles,MA,locals,Female,False,English,NOTSELECTED,24.0,18,HS,340,18-24.0
73211,cars vehicles,OM,locals,Female,False,English,NOTSELECTED,24.0,18,HS,30,18-24.0
73212,cars vehicles,QA,locals,Female,False,English,NOTSELECTED,24.0,18,HS,90,18-24.0
73213,cars vehicles,SA,locals,Female,False,English,NOTSELECTED,24.0,18,HS,810,18-24.0
73214,cars vehicles,SO,locals,Female,False,English,NOTSELECTED,24.0,18,HS,150,18-24.0
73215,cars vehicles,TN,locals,Female,False,English,NOTSELECTED,24.0,18,HS,1000,18-24.0
73216,cars vehicles,AE,locals,Female,False,English,NOTSELECTED,24.0,18,HS,150,18-24.0
73217,cars vehicles,YE,locals,Female,False,English,NOTSELECTED,24.0,18,HS,0,18-24.0
73218,cars vehicles,PS,locals,Female,False,English,NOTSELECTED,24.0,18,HS,60,18-24.0
73236,cars vehicles,DZ,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,85000,18-24.0
73238,cars vehicles,EG,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,220000,18-24.0
73239,cars vehicles,IQ,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,21000,18-24.0
73240,cars vehicles,JO,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,32000,18-24.0
73241,cars vehicles,KW,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,360,18-24.0
73242,cars vehicles,LB,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,21000,18-24.0
73243,cars vehicles,LY,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,16000,18-24.0
73244,cars vehicles,MA,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,81000,18-24.0
73245,cars vehicles,OM,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,450,18-24.0
73246,cars vehicles,QA,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,280,18-24.0
73247,cars vehicles,SA,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,3600,18-24.0
73248,cars vehicles,SO,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,940,18-24.0
73249,cars vehicles,TN,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,82000,18-24.0
73250,cars vehicles,AE,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,550,18-24.0
73251,cars vehicles,YE,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,2800,18-24.0
73252,cars vehicles,PS,locals,Female,False,Arabic,NOTSELECTED,24.0,18,GRAD,7700,18-24.0
73253,cars vehicles,DZ,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,27000,18-24.0
73255,cars vehicles,EG,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,120000,18-24.0
73256,cars vehicles,IQ,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,13000,18-24.0
73257,cars vehicles,JO,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,20000,18-24.0
73258,cars vehicles,KW,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,520,18-24.0
73259,cars vehicles,LB,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,22000,18-24.0
73260,cars vehicles,LY,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,6100,18-24.0
73261,cars vehicles,MA,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,34000,18-24.0
73262,cars vehicles,OM,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,450,18-24.0
73263,cars vehicles,QA,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,810,18-24.0
73264,cars vehicles,SA,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,4400,18-24.0
73265,cars vehicles,SO,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,1300,18-24.0
73266,cars vehicles,TN,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,38000,18-24.0
73267,cars vehicles,AE,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,1800,18-24.0
73268,cars vehicles,YE,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,960,18-24.0
73269,cars vehicles,PS,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,3400,18-24.0
73270,cars vehicles,DZ,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,6800,18-24.0
73272,cars vehicles,EG,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,13000,18-24.0
73273,cars vehicles,IQ,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,230,18-24.0
73274,cars vehicles,JO,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,580,18-24.0
73275,cars vehicles,KW,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,30,18-24.0
73276,cars vehicles,LB,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,950,18-24.0
73277,cars vehicles,LY,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,260,18-24.0
73278,cars vehicles,MA,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,7300,18-24.0
73279,cars vehicles,OM,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,0,18-24.0
73280,cars vehicles,QA,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,50,18-24.0
73281,cars vehicles,SA,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,220,18-24.0
73282,cars vehicles,SO,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,80,18-24.0
73283,cars vehicles,TN,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,20000,18-24.0
73284,cars vehicles,AE,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,30,18-24.0
73285,cars vehicles,YE,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,0,18-24.0
73286,cars vehicles,PS,locals,Female,False,European,NOTSELECTED,24.0,18,GRAD,170,18-24.0
73287,cars vehicles,DZ,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,150,18-24.0
73289,cars vehicles,EG,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,280,18-24.0
73290,cars vehicles,IQ,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,50,18-24.0
73291,cars vehicles,JO,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,0,18-24.0
73292,cars vehicles,KW,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,0,18-24.0
73293,cars vehicles,LB,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,0,18-24.0
73294,cars vehicles,LY,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,0,18-24.0
73295,cars vehicles,MA,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,180,18-24.0
73296,cars vehicles,OM,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,50,18-24.0
73297,cars vehicles,QA,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,180,18-24.0
73298,cars vehicles,SA,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,950,18-24.0
73299,cars vehicles,SO,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,0,18-24.0
73300,cars vehicles,TN,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,310,18-24.0
73301,cars vehicles,AE,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,450,18-24.0
73302,cars vehicles,YE,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,0,18-24.0
73303,cars vehicles,PS,locals,Female,False,Indian,NOTSELECTED,24.0,18,GRAD,30,18-24.0
73304,cars vehicles,DZ,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,490,18-24.0
73306,cars vehicles,EG,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,360,18-24.0
73307,cars vehicles,IQ,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,280,18-24.0
73308,cars vehicles,JO,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,230,18-24.0
73309,cars vehicles,KW,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,70,18-24.0
73310,cars vehicles,LB,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,600,18-24.0
73311,cars vehicles,LY,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,0,18-24.0
73312,cars vehicles,MA,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,610,18-24.0
73313,cars vehicles,OM,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,0,18-24.0
73314,cars vehicles,QA,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,230,18-24.0
73315,cars vehicles,SA,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,1200,18-24.0
73316,cars vehicles,SO,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,600,18-24.0
73317,cars vehicles,TN,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,1500,18-24.0
73318,cars vehicles,AE,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,530,18-24.0
73319,cars vehicles,YE,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,0,18-24.0
73320,cars vehicles,PS,locals,Female,False,English,NOTSELECTED,24.0,18,GRAD,30,18-24.0
74664,cars vehicles,DZ,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,230000,25-44.0
74666,cars vehicles,EG,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,680000,25-44.0
74667,cars vehicles,IQ,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,130000,25-44.0
74668,cars vehicles,JO,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,66000,25-44.0
74669,cars vehicles,KW,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,3900,25-44.0
74670,cars vehicles,LB,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,44000,25-44.0
74671,cars vehicles,LY,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,30000,25-44.0
74672,cars vehicles,MA,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,210000,25-44.0
74673,cars vehicles,OM,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,4300,25-44.0
74674,cars vehicles,QA,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,2100,25-44.0
74675,cars vehicles,SA,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,220000,25-44.0
74676,cars vehicles,SO,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,720,25-44.0
74677,cars vehicles,TN,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,100000,25-44.0
74678,cars vehicles,AE,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,7700,25-44.0
74679,cars vehicles,YE,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,20000,25-44.0
74680,cars vehicles,PS,locals,Male,False,Arabic,NOTSELECTED,44.0,25,ND,8800,25-44.0
74681,cars vehicles,DZ,locals,Male,False,English,NOTSELECTED,44.0,25,ND,21000,25-44.0
74683,cars vehicles,EG,locals,Male,False,English,NOTSELECTED,44.0,25,ND,100000,25-44.0
74684,cars vehicles,IQ,locals,Male,False,English,NOTSELECTED,44.0,25,ND,42000,25-44.0
74685,cars vehicles,JO,locals,Male,False,English,NOTSELECTED,44.0,25,ND,17000,25-44.0
74686,cars vehicles,KW,locals,Male,False,English,NOTSELECTED,44.0,25,ND,4000,25-44.0
74687,cars vehicles,LB,locals,Male,False,English,NOTSELECTED,44.0,25,ND,42000,25-44.0
74688,cars vehicles,LY,locals,Male,False,English,NOTSELECTED,44.0,25,ND,5900,25-44.0
74689,cars vehicles,MA,locals,Male,False,English,NOTSELECTED,44.0,25,ND,34000,25-44.0
74690,cars vehicles,OM,locals,Male,False,English,NOTSELECTED,44.0,25,ND,3300,25-44.0
74691,cars vehicles,QA,locals,Male,False,English,NOTSELECTED,44.0,25,ND,3900,25-44.0
74692,cars vehicles,SA,locals,Male,False,English,NOTSELECTED,44.0,25,ND,250000,25-44.0
74693,cars vehicles,SO,locals,Male,False,English,NOTSELECTED,44.0,25,ND,2800,25-44.0
74694,cars vehicles,TN,locals,Male,False,English,NOTSELECTED,44.0,25,ND,16000,25-44.0
74695,cars vehicles,AE,locals,Male,False,English,NOTSELECTED,44.0,25,ND,16000,25-44.0
74696,cars vehicles,YE,locals,Male,False,English,NOTSELECTED,44.0,25,ND,1400,25-44.0
74697,cars vehicles,PS,locals,Male,False,English,NOTSELECTED,44.0,25,ND,2300,25-44.0
74698,cars vehicles,DZ,locals,Male,False,European,NOTSELECTED,44.0,25,ND,11000,25-44.0
74700,cars vehicles,EG,locals,Male,False,European,NOTSELECTED,44.0,25,ND,11000,25-44.0
74701,cars vehicles,IQ,locals,Male,False,European,NOTSELECTED,44.0,25,ND,1700,25-44.0
74702,cars vehicles,JO,locals,Male,False,European,NOTSELECTED,44.0,25,ND,480,25-44.0
74703,cars vehicles,KW,locals,Male,False,European,NOTSELECTED,44.0,25,ND,110,25-44.0
74704,cars vehicles,LB,locals,Male,False,European,NOTSELECTED,44.0,25,ND,1000,25-44.0
74705,cars vehicles,LY,locals,Male,False,European,NOTSELECTED,44.0,25,ND,410,25-44.0
74706,cars vehicles,MA,locals,Male,False,European,NOTSELECTED,44.0,25,ND,22000,25-44.0
74707,cars vehicles,OM,locals,Male,False,European,NOTSELECTED,44.0,25,ND,90,25-44.0
74708,cars vehicles,QA,locals,Male,False,European,NOTSELECTED,44.0,25,ND,90,25-44.0
74709,cars vehicles,SA,locals,Male,False,European,NOTSELECTED,44.0,25,ND,5200,25-44.0
74710,cars vehicles,SO,locals,Male,False,European,NOTSELECTED,44.0,25,ND,60,25-44.0
74711,cars vehicles,TN,locals,Male,False,European,NOTSELECTED,44.0,25,ND,7200,25-44.0
74712,cars vehicles,AE,locals,Male,False,European,NOTSELECTED,44.0,25,ND,660,25-44.0
74713,cars vehicles,YE,locals,Male,False,European,NOTSELECTED,44.0,25,ND,210,25-44.0
74714,cars vehicles,PS,locals,Male,False,European,NOTSELECTED,44.0,25,ND,60,25-44.0
74715,cars vehicles,DZ,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,440,25-44.0
74717,cars vehicles,EG,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,1300,25-44.0
74718,cars vehicles,IQ,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,220,25-44.0
74719,cars vehicles,JO,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,80,25-44.0
74720,cars vehicles,KW,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,540,25-44.0
74721,cars vehicles,LB,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,80,25-44.0
74722,cars vehicles,LY,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,0,25-44.0
74723,cars vehicles,MA,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,1100,25-44.0
74724,cars vehicles,OM,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,950,25-44.0
74725,cars vehicles,QA,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,1100,25-44.0
74726,cars vehicles,SA,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,140000,25-44.0
74727,cars vehicles,SO,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,0,25-44.0
74728,cars vehicles,TN,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,230,25-44.0
74729,cars vehicles,AE,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,4900,25-44.0
74730,cars vehicles,YE,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,0,25-44.0
74731,cars vehicles,PS,locals,Male,False,Indian,NOTSELECTED,44.0,25,ND,0,25-44.0
74732,cars vehicles,DZ,locals,Male,False,English,NOTSELECTED,44.0,25,ND,2300,25-44.0
