,ages_ranges,audience,behavior,citizenship,genders,relationship_statuses,scholarities,timestamp,topic,location
23562,18-24,130,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,mental disease depression,DZ
23563,25-44,200,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,mental disease depression,DZ
23564,45+,0,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,mental disease depression,DZ
23565,18-24,40,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,mental disease depression,DZ
23566,25-44,30,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,mental disease depression,DZ
23567,45+,0,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,mental disease depression,DZ
23568,18-24,40,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,mental disease depression,DZ
23569,25-44,320,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,mental disease depression,DZ
23570,45+,30,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,mental disease depression,DZ
23571,18-24,100,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,mental disease depression,DZ
23572,25-44,90,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,mental disease depression,DZ
23573,45+,0,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,mental disease depression,DZ
23574,18-24,30,ALL,India,1.0,NOTSELECTED,High School,1489924519,mental disease depression,DZ
23575,25-44,40,ALL,India,1.0,NOTSELECTED,High School,1489924519,mental disease depression,DZ
23576,45+,0,ALL,India,1.0,NOTSELECTED,High School,1489924519,mental disease depression,DZ
23577,18-24,40,ALL,India,2.0,NOTSELECTED,High School,1489924519,mental disease depression,DZ
23578,25-44,0,ALL,India,2.0,NOTSELECTED,High School,1489924519,mental disease depression,DZ
23579,45+,0,ALL,India,2.0,NOTSELECTED,High School,1489924519,mental disease depression,DZ
23580,18-24,40,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,mental disease depression,DZ
23581,25-44,80,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,mental disease depression,DZ
23582,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,mental disease depression,DZ
23583,18-24,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,mental disease depression,DZ
23584,25-44,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,mental disease depression,DZ
23585,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,mental disease depression,DZ
23586,18-24,70,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,mental disease depression,DZ
23587,25-44,50,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,mental disease depression,DZ
23588,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,mental disease depression,DZ
23589,18-24,0,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,mental disease depression,DZ
23590,25-44,30,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,mental disease depression,DZ
23591,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,mental disease depression,DZ
23592,18-24,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,mental disease depression,DZ
23593,25-44,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,mental disease depression,DZ
