,topic,audience,country_code,citizenship,gender,is_denominator,scholarity,age_range
140765,shopping,2300,KW,Locals,Male,False,HS,45+
140766,shopping,15000,LB,Locals,Male,False,HS,45+
140767,shopping,12000,LY,Locals,Male,False,HS,45+
140768,shopping,45000,MA,Locals,Male,False,HS,45+
140769,shopping,1400,OM,Locals,Male,False,HS,45+
140770,shopping,1400,QA,Locals,Male,False,HS,45+
140771,shopping,44000,SA,Locals,Male,False,HS,45+
140772,shopping,800,SO,Locals,Male,False,HS,45+
140773,shopping,45000,TN,Locals,Male,False,HS,45+
140774,shopping,4700,AE,Locals,Male,False,HS,45+
140775,shopping,4700,YE,Locals,Male,False,HS,45+
140776,shopping,5900,PS,Locals,Male,False,HS,45+
141712,shopping,48000,DZ,Locals,Female,False,GRAD,45+
141713,shopping,1700,BH,Locals,Female,False,GRAD,45+
141714,shopping,250000,EG,Locals,Female,False,GRAD,45+
141715,shopping,53000,IQ,Locals,Female,False,GRAD,45+
141716,shopping,34000,JO,Locals,Female,False,GRAD,45+
141717,shopping,3500,KW,Locals,Female,False,GRAD,45+
141718,shopping,39000,LB,Locals,Female,False,GRAD,45+
141719,shopping,19000,LY,Locals,Female,False,GRAD,45+
141720,shopping,53000,MA,Locals,Female,False,GRAD,45+
141721,shopping,1100,OM,Locals,Female,False,GRAD,45+
141722,shopping,1700,QA,Locals,Female,False,GRAD,45+
141723,shopping,31000,SA,Locals,Female,False,GRAD,45+
141724,shopping,1500,SO,Locals,Female,False,GRAD,45+
141725,shopping,53000,TN,Locals,Female,False,GRAD,45+
141726,shopping,6900,AE,Locals,Female,False,GRAD,45+
141727,shopping,1900,YE,Locals,Female,False,GRAD,45+
141728,shopping,8500,PS,Locals,Female,False,GRAD,45+
141831,shopping,110000,DZ,Locals,Female,False,ND,45+
141832,shopping,3700,BH,Locals,Female,False,ND,45+
141833,shopping,450000,EG,Locals,Female,False,ND,45+
141834,shopping,130000,IQ,Locals,Female,False,ND,45+
141835,shopping,87000,JO,Locals,Female,False,ND,45+
141836,shopping,8900,KW,Locals,Female,False,ND,45+
141837,shopping,110000,LB,Locals,Female,False,ND,45+
141838,shopping,45000,LY,Locals,Female,False,ND,45+
141839,shopping,110000,MA,Locals,Female,False,ND,45+
141840,shopping,2300,OM,Locals,Female,False,ND,45+
141841,shopping,3500,QA,Locals,Female,False,ND,45+
141842,shopping,100000,SA,Locals,Female,False,ND,45+
141843,shopping,2300,SO,Locals,Female,False,ND,45+
141844,shopping,89000,TN,Locals,Female,False,ND,45+
141845,shopping,14000,AE,Locals,Female,False,ND,45+
141846,shopping,3700,YE,Locals,Female,False,ND,45+
141847,shopping,19000,PS,Locals,Female,False,ND,45+
141950,shopping,21000,DZ,Locals,Female,False,HS,45+
141951,shopping,540,BH,Locals,Female,False,HS,45+
141952,shopping,62000,EG,Locals,Female,False,HS,45+
141953,shopping,19000,IQ,Locals,Female,False,HS,45+
141954,shopping,14000,JO,Locals,Female,False,HS,45+
141955,shopping,1000,KW,Locals,Female,False,HS,45+
141956,shopping,15000,LB,Locals,Female,False,HS,45+
141957,shopping,6000,LY,Locals,Female,False,HS,45+
141958,shopping,22000,MA,Locals,Female,False,HS,45+
141959,shopping,390,OM,Locals,Female,False,HS,45+
141960,shopping,610,QA,Locals,Female,False,HS,45+
141961,shopping,12000,SA,Locals,Female,False,HS,45+
141962,shopping,450,SO,Locals,Female,False,HS,45+
141963,shopping,30000,TN,Locals,Female,False,HS,45+
141964,shopping,2700,AE,Locals,Female,False,HS,45+
141965,shopping,700,YE,Locals,Female,False,HS,45+
141966,shopping,3800,PS,Locals,Female,False,HS,45+
144092,fast food,95000,DZ,Locals,Male,False,GRAD,18-24
144093,fast food,2300,BH,Locals,Male,False,GRAD,18-24
144094,fast food,730000,EG,Locals,Male,False,GRAD,18-24
144095,fast food,91000,IQ,Locals,Male,False,GRAD,18-24
144096,fast food,70000,JO,Locals,Male,False,GRAD,18-24
144097,fast food,2400,KW,Locals,Male,False,GRAD,18-24
144098,fast food,26000,LB,Locals,Male,False,GRAD,18-24
144099,fast food,22000,LY,Locals,Male,False,GRAD,18-24
144100,fast food,130000,MA,Locals,Male,False,GRAD,18-24
144101,fast food,4600,OM,Locals,Male,False,GRAD,18-24
144102,fast food,4200,QA,Locals,Male,False,GRAD,18-24
144103,fast food,97000,SA,Locals,Male,False,GRAD,18-24
144104,fast food,2000,SO,Locals,Male,False,GRAD,18-24
144105,fast food,48000,TN,Locals,Male,False,GRAD,18-24
144106,fast food,20000,AE,Locals,Male,False,GRAD,18-24
144107,fast food,13000,YE,Locals,Male,False,GRAD,18-24
144108,fast food,19000,PS,Locals,Male,False,GRAD,18-24
144211,fast food,72000,DZ,Locals,Male,False,ND,18-24
144212,fast food,1900,BH,Locals,Male,False,ND,18-24
144213,fast food,300000,EG,Locals,Male,False,ND,18-24
144214,fast food,84000,IQ,Locals,Male,False,ND,18-24
144215,fast food,50000,JO,Locals,Male,False,ND,18-24
144216,fast food,2700,KW,Locals,Male,False,ND,18-24
144217,fast food,27000,LB,Locals,Male,False,ND,18-24
144218,fast food,12000,LY,Locals,Male,False,ND,18-24
144219,fast food,77000,MA,Locals,Male,False,ND,18-24
144220,fast food,4400,OM,Locals,Male,False,ND,18-24
144221,fast food,3100,QA,Locals,Male,False,ND,18-24
144222,fast food,340000,SA,Locals,Male,False,ND,18-24
144223,fast food,1400,SO,Locals,Male,False,ND,18-24
144224,fast food,28000,TN,Locals,Male,False,ND,18-24
144225,fast food,19000,AE,Locals,Male,False,ND,18-24
144226,fast food,9300,YE,Locals,Male,False,ND,18-24
144227,fast food,6800,PS,Locals,Male,False,ND,18-24
144330,fast food,44000,DZ,Locals,Male,False,HS,18-24
144331,fast food,1500,BH,Locals,Male,False,HS,18-24
144332,fast food,460000,EG,Locals,Male,False,HS,18-24
144333,fast food,69000,IQ,Locals,Male,False,HS,18-24
144334,fast food,60000,JO,Locals,Male,False,HS,18-24
144335,fast food,1400,KW,Locals,Male,False,HS,18-24
