,ages_ranges,audience,behavior,citizenship,genders,relationship_statuses,scholarities,timestamp,topic,location
17136,18-24,1100,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17137,25-44,2000,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17138,45+,290,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17139,18-24,670,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17140,25-44,580,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17141,45+,90,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17142,18-24,1600,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17143,25-44,2800,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17144,45+,370,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17145,18-24,1100,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17146,25-44,910,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17147,45+,110,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17148,18-24,460,ALL,India,1.0,NOTSELECTED,High School,1489924519,shopping,DZ
17149,25-44,390,ALL,India,1.0,NOTSELECTED,High School,1489924519,shopping,DZ
17150,45+,90,ALL,India,1.0,NOTSELECTED,High School,1489924519,shopping,DZ
17151,18-24,460,ALL,India,2.0,NOTSELECTED,High School,1489924519,shopping,DZ
17152,25-44,110,ALL,India,2.0,NOTSELECTED,High School,1489924519,shopping,DZ
17153,45+,0,ALL,India,2.0,NOTSELECTED,High School,1489924519,shopping,DZ
17154,18-24,430,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17155,25-44,560,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17156,45+,50,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17157,18-24,180,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17158,25-44,80,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17159,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17160,18-24,760,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17161,25-44,1400,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17162,45+,270,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17163,18-24,320,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17164,25-44,350,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17165,45+,30,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17166,18-24,130,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,shopping,DZ
17167,25-44,180,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,shopping,DZ
17168,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,shopping,DZ
17169,18-24,60,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,shopping,DZ
17170,25-44,40,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,shopping,DZ
17171,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,shopping,DZ
17172,18-24,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17173,25-44,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17174,45+,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17175,18-24,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17176,25-44,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17177,45+,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17178,18-24,0,ALL,Nepal,1.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17179,25-44,0,ALL,Nepal,1.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17180,45+,0,ALL,Nepal,1.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17181,18-24,0,ALL,Nepal,2.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17182,25-44,0,ALL,Nepal,2.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17183,45+,0,ALL,Nepal,2.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17184,18-24,0,ALL,Nepal,1.0,NOTSELECTED,High School,1489924519,shopping,DZ
17185,25-44,0,ALL,Nepal,1.0,NOTSELECTED,High School,1489924519,shopping,DZ
17186,45+,0,ALL,Nepal,1.0,NOTSELECTED,High School,1489924519,shopping,DZ
17187,18-24,0,ALL,Nepal,2.0,NOTSELECTED,High School,1489924519,shopping,DZ
17188,25-44,0,ALL,Nepal,2.0,NOTSELECTED,High School,1489924519,shopping,DZ
17189,45+,0,ALL,Nepal,2.0,NOTSELECTED,High School,1489924519,shopping,DZ
17190,18-24,1100,ALL,Philippines,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17191,25-44,2300,ALL,Philippines,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17192,45+,290,ALL,Philippines,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17193,18-24,270,ALL,Philippines,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17194,25-44,230,ALL,Philippines,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17195,45+,0,ALL,Philippines,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17196,18-24,2400,ALL,Philippines,1.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17197,25-44,4000,ALL,Philippines,1.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17198,45+,840,ALL,Philippines,1.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17199,18-24,430,ALL,Philippines,2.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17200,25-44,280,ALL,Philippines,2.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17201,45+,50,ALL,Philippines,2.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
17202,18-24,390,ALL,Philippines,1.0,NOTSELECTED,High School,1489924519,shopping,DZ
17203,25-44,510,ALL,Philippines,1.0,NOTSELECTED,High School,1489924519,shopping,DZ
17204,45+,110,ALL,Philippines,1.0,NOTSELECTED,High School,1489924519,shopping,DZ
17205,18-24,110,ALL,Philippines,2.0,NOTSELECTED,High School,1489924519,shopping,DZ
17206,25-44,90,ALL,Philippines,2.0,NOTSELECTED,High School,1489924519,shopping,DZ
17207,45+,0,ALL,Philippines,2.0,NOTSELECTED,High School,1489924519,shopping,DZ
17208,18-24,110000,ALL,Western-US-CA-EU-AU-NZ,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17209,25-44,88000,ALL,Western-US-CA-EU-AU-NZ,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17210,45+,10000,ALL,Western-US-CA-EU-AU-NZ,1.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17211,18-24,39000,ALL,Western-US-CA-EU-AU-NZ,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17212,25-44,21000,ALL,Western-US-CA-EU-AU-NZ,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17213,45+,3400,ALL,Western-US-CA-EU-AU-NZ,2.0,NOTSELECTED,Graduated,1489924519,shopping,DZ
17214,18-24,51000,ALL,Western-US-CA-EU-AU-NZ,1.0,NOTSELECTED,No Degree,1489924519,shopping,DZ
