,ages_ranges,audience,behavior,citizenship,genders,relationship_statuses,scholarities,timestamp,topic,location
32130,18-24,1500,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32131,25-44,2700,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32132,45+,380,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32133,18-24,810,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32134,25-44,750,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32135,45+,80,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32136,18-24,2300,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32137,25-44,4900,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32138,45+,670,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32139,18-24,1900,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32140,25-44,1400,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32141,45+,150,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32142,18-24,660,ALL,India,1.0,NOTSELECTED,High School,1489924519,luxury,DZ
32143,25-44,570,ALL,India,1.0,NOTSELECTED,High School,1489924519,luxury,DZ
32144,45+,120,ALL,India,1.0,NOTSELECTED,High School,1489924519,luxury,DZ
32145,18-24,580,ALL,India,2.0,NOTSELECTED,High School,1489924519,luxury,DZ
32146,25-44,170,ALL,India,2.0,NOTSELECTED,High School,1489924519,luxury,DZ
32147,45+,30,ALL,India,2.0,NOTSELECTED,High School,1489924519,luxury,DZ
32148,18-24,610,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32149,25-44,930,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32150,45+,90,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32151,18-24,270,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32152,25-44,130,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32153,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32154,18-24,1400,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32155,25-44,2400,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32156,45+,430,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32157,18-24,640,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32158,25-44,470,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32159,45+,30,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32160,18-24,150,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,luxury,DZ
32161,25-44,220,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,luxury,DZ
32162,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,luxury,DZ
32163,18-24,80,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,luxury,DZ
32164,25-44,70,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,luxury,DZ
32165,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,luxury,DZ
32166,18-24,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32167,25-44,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32168,45+,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32169,18-24,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32170,25-44,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32171,45+,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,luxury,DZ
32172,18-24,0,ALL,Nepal,1.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32173,25-44,60,ALL,Nepal,1.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32174,45+,0,ALL,Nepal,1.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
32175,18-24,0,ALL,Nepal,2.0,NOTSELECTED,No Degree,1489924519,luxury,DZ
