,Unnamed: 0.1,ages_ranges,genders,behavior,scholarities,relationship_statuses,audience,timestamp,topic,location
7344,7344,18-24,1.0,Expats,Graduated,NOTSELECTED,3500,1487179595.78,stroke heart disease,DZ
7345,7345,25-44,1.0,Expats,Graduated,NOTSELECTED,5100,1487179595.78,stroke heart disease,DZ
7346,7346,45+,1.0,Expats,Graduated,NOTSELECTED,1200,1487179595.78,stroke heart disease,DZ
7347,7347,18-24,2.0,Expats,Graduated,NOTSELECTED,1500,1487179595.78,stroke heart disease,DZ
7348,7348,25-44,2.0,Expats,Graduated,NOTSELECTED,1500,1487179595.78,stroke heart disease,DZ
7349,7349,45+,2.0,Expats,Graduated,NOTSELECTED,460,1487179595.78,stroke heart disease,DZ
7350,7350,18-24,1.0,Expats,No Degree,NOTSELECTED,2900,1487179595.78,stroke heart disease,DZ
7351,7351,25-44,1.0,Expats,No Degree,NOTSELECTED,6500,1487179595.78,stroke heart disease,DZ
7352,7352,45+,1.0,Expats,No Degree,NOTSELECTED,1800,1487179595.78,stroke heart disease,DZ
7353,7353,18-24,2.0,Expats,No Degree,NOTSELECTED,1100,1487179595.78,stroke heart disease,DZ
7354,7354,25-44,2.0,Expats,No Degree,NOTSELECTED,2400,1487179595.78,stroke heart disease,DZ
7355,7355,45+,2.0,Expats,No Degree,NOTSELECTED,850,1487179595.78,stroke heart disease,DZ
7356,7356,18-24,1.0,Expats,High School,NOTSELECTED,1600,1487179595.78,stroke heart disease,DZ
7357,7357,25-44,1.0,Expats,High School,NOTSELECTED,1300,1487179595.78,stroke heart disease,DZ
7358,7358,45+,1.0,Expats,High School,NOTSELECTED,330,1487179595.78,stroke heart disease,DZ
7359,7359,18-24,2.0,Expats,High School,NOTSELECTED,550,1487179595.78,stroke heart disease,DZ
7360,7360,25-44,2.0,Expats,High School,NOTSELECTED,490,1487179595.78,stroke heart disease,DZ
7361,7361,45+,2.0,Expats,High School,NOTSELECTED,120,1487179595.78,stroke heart disease,DZ
7362,7362,18-24,1.0,Locals,Graduated,NOTSELECTED,15000,1487179595.78,stroke heart disease,DZ
7363,7363,25-44,1.0,Locals,Graduated,NOTSELECTED,41000,1487179595.78,stroke heart disease,DZ
7364,7364,45+,1.0,Locals,Graduated,NOTSELECTED,8500,1487179595.78,stroke heart disease,DZ
7365,7365,18-24,2.0,Locals,Graduated,NOTSELECTED,14000,1487179595.78,stroke heart disease,DZ
7366,7366,25-44,2.0,Locals,Graduated,NOTSELECTED,25000,1487179595.78,stroke heart disease,DZ
7367,7367,45+,2.0,Locals,Graduated,NOTSELECTED,4600,1487179595.78,stroke heart disease,DZ
7368,7368,18-24,1.0,Locals,No Degree,NOTSELECTED,21000,1487179595.78,stroke heart disease,DZ
7369,7369,25-44,1.0,Locals,No Degree,NOTSELECTED,65000,1487179595.78,stroke heart disease,DZ
7370,7370,45+,1.0,Locals,No Degree,NOTSELECTED,16000,1487179595.78,stroke heart disease,DZ
7371,7371,18-24,2.0,Locals,No Degree,NOTSELECTED,16000,1487179595.78,stroke heart disease,DZ
7372,7372,25-44,2.0,Locals,No Degree,NOTSELECTED,36000,1487179595.78,stroke heart disease,DZ
7373,7373,45+,2.0,Locals,No Degree,NOTSELECTED,9900,1487179595.78,stroke heart disease,DZ
7374,7374,18-24,1.0,Locals,High School,NOTSELECTED,7100,1487179595.78,stroke heart disease,DZ
7375,7375,25-44,1.0,Locals,High School,NOTSELECTED,12000,1487179595.78,stroke heart disease,DZ
7376,7376,45+,1.0,Locals,High School,NOTSELECTED,3500,1487179595.78,stroke heart disease,DZ
7377,7377,18-24,2.0,Locals,High School,NOTSELECTED,6100,1487179595.78,stroke heart disease,DZ
7378,7378,25-44,2.0,Locals,High School,NOTSELECTED,6000,1487179595.78,stroke heart disease,DZ
7379,7379,45+,2.0,Locals,High School,NOTSELECTED,2200,1487179595.78,stroke heart disease,DZ
7380,7380,18-24,1.0,Expats,Graduated,NOTSELECTED,470,1487179595.78,stroke heart disease,BH
7381,7381,25-44,1.0,Expats,Graduated,NOTSELECTED,1700,1487179595.78,stroke heart disease,BH
7382,7382,45+,1.0,Expats,Graduated,NOTSELECTED,310,1487179595.78,stroke heart disease,BH
7383,7383,18-24,2.0,Expats,Graduated,NOTSELECTED,70,1487179595.78,stroke heart disease,BH
7384,7384,25-44,2.0,Expats,Graduated,NOTSELECTED,1400,1487179595.78,stroke heart disease,BH
7385,7385,45+,2.0,Expats,Graduated,NOTSELECTED,990,1487179595.78,stroke heart disease,BH
7386,7386,18-24,1.0,Expats,No Degree,NOTSELECTED,460,1487179595.78,stroke heart disease,BH
7387,7387,25-44,1.0,Expats,No Degree,NOTSELECTED,1100,1487179595.78,stroke heart disease,BH
7388,7388,45+,1.0,Expats,No Degree,NOTSELECTED,220,1487179595.78,stroke heart disease,BH
7389,7389,18-24,2.0,Expats,No Degree,NOTSELECTED,60,1487179595.78,stroke heart disease,BH
7390,7390,25-44,2.0,Expats,No Degree,NOTSELECTED,520,1487179595.78,stroke heart disease,BH
7391,7391,45+,2.0,Expats,No Degree,NOTSELECTED,560,1487179595.78,stroke heart disease,BH
7392,7392,18-24,1.0,Expats,High School,NOTSELECTED,210,1487179595.78,stroke heart disease,BH
7393,7393,25-44,1.0,Expats,High School,NOTSELECTED,540,1487179595.78,stroke heart disease,BH
7394,7394,45+,1.0,Expats,High School,NOTSELECTED,90,1487179595.78,stroke heart disease,BH
