,Unnamed: 0.1,ages_ranges,genders,behavior,scholarities,relationship_statuses,audience,timestamp,topic,location
1224,1224,18-24,1.0,Expats,Graduated,NOTSELECTED,12000,1487518519.22,health care,DZ
1225,1225,25-44,1.0,Expats,Graduated,NOTSELECTED,15000,1487518519.22,health care,DZ
1226,1226,45+,1.0,Expats,Graduated,NOTSELECTED,2400,1487518519.22,health care,DZ
1227,1227,18-24,2.0,Expats,Graduated,NOTSELECTED,6000,1487518519.22,health care,DZ
1228,1228,25-44,2.0,Expats,Graduated,NOTSELECTED,5400,1487518519.22,health care,DZ
1229,1229,45+,2.0,Expats,Graduated,NOTSELECTED,1100,1487518519.22,health care,DZ
1230,1230,18-24,1.0,Expats,No Degree,NOTSELECTED,7500,1487518519.22,health care,DZ
1231,1231,25-44,1.0,Expats,No Degree,NOTSELECTED,14000,1487518519.22,health care,DZ
1232,1232,45+,1.0,Expats,No Degree,NOTSELECTED,3100,1487518519.22,health care,DZ
1233,1233,18-24,2.0,Expats,No Degree,NOTSELECTED,3800,1487518519.22,health care,DZ
1234,1234,25-44,2.0,Expats,No Degree,NOTSELECTED,5800,1487518519.22,health care,DZ
1235,1235,45+,2.0,Expats,No Degree,NOTSELECTED,1500,1487518519.22,health care,DZ
1236,1236,18-24,1.0,Expats,High School,NOTSELECTED,4400,1487518519.22,health care,DZ
1237,1237,25-44,1.0,Expats,High School,NOTSELECTED,3800,1487518519.22,health care,DZ
1238,1238,45+,1.0,Expats,High School,NOTSELECTED,730,1487518519.22,health care,DZ
1239,1239,18-24,2.0,Expats,High School,NOTSELECTED,2400,1487518519.22,health care,DZ
1240,1240,25-44,2.0,Expats,High School,NOTSELECTED,1400,1487518519.22,health care,DZ
1241,1241,45+,2.0,Expats,High School,NOTSELECTED,450,1487518519.22,health care,DZ
1242,1242,18-24,1.0,Locals,Graduated,NOTSELECTED,52000,1487518519.22,health care,DZ
1243,1243,25-44,1.0,Locals,Graduated,NOTSELECTED,110000,1487518519.22,health care,DZ
1244,1244,45+,1.0,Locals,Graduated,NOTSELECTED,16000,1487518519.22,health care,DZ
1245,1245,18-24,2.0,Locals,Graduated,NOTSELECTED,58000,1487518519.22,health care,DZ
1246,1246,25-44,2.0,Locals,Graduated,NOTSELECTED,83000,1487518519.22,health care,DZ
1247,1247,45+,2.0,Locals,Graduated,NOTSELECTED,8900,1487518519.22,health care,DZ
1248,1248,18-24,1.0,Locals,No Degree,NOTSELECTED,59000,1487518519.22,health care,DZ
1249,1249,25-44,1.0,Locals,No Degree,NOTSELECTED,140000,1487518519.22,health care,DZ
1250,1250,45+,1.0,Locals,No Degree,NOTSELECTED,27000,1487518519.22,health care,DZ
1251,1251,18-24,2.0,Locals,No Degree,NOTSELECTED,59000,1487518519.22,health care,DZ
1252,1252,25-44,2.0,Locals,No Degree,NOTSELECTED,88000,1487518519.22,health care,DZ
1253,1253,45+,2.0,Locals,No Degree,NOTSELECTED,16000,1487518519.22,health care,DZ
1254,1254,18-24,1.0,Locals,High School,NOTSELECTED,25000,1487518519.22,health care,DZ
1255,1255,25-44,1.0,Locals,High School,NOTSELECTED,31000,1487518519.22,health care,DZ
1256,1256,45+,1.0,Locals,High School,NOTSELECTED,5700,1487518519.22,health care,DZ
1257,1257,18-24,2.0,Locals,High School,NOTSELECTED,27000,1487518519.22,health care,DZ
1258,1258,25-44,2.0,Locals,High School,NOTSELECTED,19000,1487518519.22,health care,DZ
1259,1259,45+,2.0,Locals,High School,NOTSELECTED,4000,1487518519.22,health care,DZ
1260,1260,18-24,1.0,Expats,Graduated,NOTSELECTED,6100,1487518519.22,health care,BH
1261,1261,25-44,1.0,Expats,Graduated,NOTSELECTED,33000,1487518519.22,health care,BH
1262,1262,45+,1.0,Expats,Graduated,NOTSELECTED,4800,1487518519.22,health care,BH
1263,1263,18-24,2.0,Expats,Graduated,NOTSELECTED,1800,1487518519.22,health care,BH
