,ages_ranges,genders,behavior,scholarities,audience,topic,location
0,18-24,1.0,Expats,Graduated,7000,NOTSELECTED,Alabama
1,25-44,1.0,Expats,Graduated,22000,NOTSELECTED,Alabama
2,45+,1.0,Expats,Graduated,7900,NOTSELECTED,Alabama
3,18-24,2.0,Expats,Graduated,4500,NOTSELECTED,Alabama
4,25-44,2.0,Expats,Graduated,17000,NOTSELECTED,Alabama
5,45+,2.0,Expats,Graduated,7400,NOTSELECTED,Alabama
6,18-24,1.0,Expats,No Degree,8400,NOTSELECTED,Alabama
7,25-44,1.0,Expats,No Degree,23000,NOTSELECTED,Alabama
8,45+,1.0,Expats,No Degree,8000,NOTSELECTED,Alabama
9,18-24,2.0,Expats,No Degree,5400,NOTSELECTED,Alabama
10,25-44,2.0,Expats,No Degree,16000,NOTSELECTED,Alabama
11,45+,2.0,Expats,No Degree,7900,NOTSELECTED,Alabama
12,18-24,1.0,Expats,High School,6200,NOTSELECTED,Alabama
13,25-44,1.0,Expats,High School,10000,NOTSELECTED,Alabama
14,45+,1.0,Expats,High School,2800,NOTSELECTED,Alabama
15,18-24,2.0,Expats,High School,5400,NOTSELECTED,Alabama
16,25-44,2.0,Expats,High School,7900,NOTSELECTED,Alabama
17,45+,2.0,Expats,High School,3400,NOTSELECTED,Alabama
18,18-24,1.0,Locals,Graduated,85000,NOTSELECTED,Alabama
19,25-44,1.0,Locals,Graduated,260000,NOTSELECTED,Alabama
20,45+,1.0,Locals,Graduated,190000,NOTSELECTED,Alabama
21,18-24,2.0,Locals,Graduated,83000,NOTSELECTED,Alabama
22,25-44,2.0,Locals,Graduated,330000,NOTSELECTED,Alabama
23,45+,2.0,Locals,Graduated,300000,NOTSELECTED,Alabama
24,18-24,1.0,Locals,No Degree,76000,NOTSELECTED,Alabama
25,25-44,1.0,Locals,No Degree,130000,NOTSELECTED,Alabama
26,45+,1.0,Locals,No Degree,120000,NOTSELECTED,Alabama
27,18-24,2.0,Locals,No Degree,77000,NOTSELECTED,Alabama
28,25-44,2.0,Locals,No Degree,120000,NOTSELECTED,Alabama
29,45+,2.0,Locals,No Degree,180000,NOTSELECTED,Alabama
30,18-24,1.0,Locals,High School,110000,NOTSELECTED,Alabama
31,25-44,1.0,Locals,High School,170000,NOTSELECTED,Alabama
32,45+,1.0,Locals,High School,120000,NOTSELECTED,Alabama
33,18-24,2.0,Locals,High School,140000,NOTSELECTED,Alabama
34,25-44,2.0,Locals,High School,190000,NOTSELECTED,Alabama
35,45+,2.0,Locals,High School,200000,NOTSELECTED,Alabama
36,18-24,1.0,Expats,Graduated,1400,NOTSELECTED,Alaska
37,25-44,1.0,Expats,Graduated,5700,NOTSELECTED,Alaska
38,45+,1.0,Expats,Graduated,3000,NOTSELECTED,Alaska
39,18-24,2.0,Expats,Graduated,1200,NOTSELECTED,Alaska
40,25-44,2.0,Expats,Graduated,5500,NOTSELECTED,Alaska
41,45+,2.0,Expats,Graduated,3700,NOTSELECTED,Alaska
42,18-24,1.0,Expats,No Degree,1200,NOTSELECTED,Alaska
43,25-44,1.0,Expats,No Degree,3300,NOTSELECTED,Alaska
44,45+,1.0,Expats,No Degree,2900,NOTSELECTED,Alaska
45,18-24,2.0,Expats,No Degree,1300,NOTSELECTED,Alaska
46,25-44,2.0,Expats,No Degree,3400,NOTSELECTED,Alaska
47,45+,2.0,Expats,No Degree,3500,NOTSELECTED,Alaska
48,18-24,1.0,Expats,High School,1400,NOTSELECTED,Alaska
49,25-44,1.0,Expats,High School,2800,NOTSELECTED,Alaska
50,45+,1.0,Expats,High School,1300,NOTSELECTED,Alaska
51,18-24,2.0,Expats,High School,1800,NOTSELECTED,Alaska
52,25-44,2.0,Expats,High School,2600,NOTSELECTED,Alaska
53,45+,2.0,Expats,High School,1600,NOTSELECTED,Alaska
54,18-24,1.0,Locals,Graduated,9800,NOTSELECTED,Alaska
55,25-44,1.0,Locals,Graduated,40000,NOTSELECTED,Alaska
56,45+,1.0,Locals,Graduated,29000,NOTSELECTED,Alaska
57,18-24,2.0,Locals,Graduated,8100,NOTSELECTED,Alaska
58,25-44,2.0,Locals,Graduated,45000,NOTSELECTED,Alaska
59,45+,2.0,Locals,Graduated,37000,NOTSELECTED,Alaska
60,18-24,1.0,Locals,No Degree,11000,NOTSELECTED,Alaska
61,25-44,1.0,Locals,No Degree,22000,NOTSELECTED,Alaska
62,45+,1.0,Locals,No Degree,19000,NOTSELECTED,Alaska
63,18-24,2.0,Locals,No Degree,12000,NOTSELECTED,Alaska
64,25-44,2.0,Locals,No Degree,20000,NOTSELECTED,Alaska
65,45+,2.0,Locals,No Degree,23000,NOTSELECTED,Alaska
66,18-24,1.0,Locals,High School,18000,NOTSELECTED,Alaska
67,25-44,1.0,Locals,High School,31000,NOTSELECTED,Alaska
68,45+,1.0,Locals,High School,18000,NOTSELECTED,Alaska
69,18-24,2.0,Locals,High School,18000,NOTSELECTED,Alaska
70,25-44,2.0,Locals,High School,29000,NOTSELECTED,Alaska
71,45+,2.0,Locals,High School,22000,NOTSELECTED,Alaska
72,18-24,1.0,Expats,Graduated,20000,NOTSELECTED,Arizona
73,25-44,1.0,Expats,Graduated,69000,NOTSELECTED,Arizona
74,45+,1.0,Expats,Graduated,34000,NOTSELECTED,Arizona
75,18-24,2.0,Expats,Graduated,16000,NOTSELECTED,Arizona
76,25-44,2.0,Expats,Graduated,72000,NOTSELECTED,Arizona
77,45+,2.0,Expats,Graduated,41000,NOTSELECTED,Arizona
78,18-24,1.0,Expats,No Degree,18000,NOTSELECTED,Arizona
79,25-44,1.0,Expats,No Degree,60000,NOTSELECTED,Arizona
80,45+,1.0,Expats,No Degree,43000,NOTSELECTED,Arizona
81,18-24,2.0,Expats,No Degree,19000,NOTSELECTED,Arizona
82,25-44,2.0,Expats,No Degree,63000,NOTSELECTED,Arizona
83,45+,2.0,Expats,No Degree,61000,NOTSELECTED,Arizona
84,18-24,1.0,Expats,High School,19000,NOTSELECTED,Arizona
85,25-44,1.0,Expats,High School,33000,NOTSELECTED,Arizona
86,45+,1.0,Expats,High School,14000,NOTSELECTED,Arizona
87,18-24,2.0,Expats,High School,21000,NOTSELECTED,Arizona
88,25-44,2.0,Expats,High School,38000,NOTSELECTED,Arizona
89,45+,2.0,Expats,High School,21000,NOTSELECTED,Arizona
90,18-24,1.0,Locals,Graduated,100000,NOTSELECTED,Arizona
91,25-44,1.0,Locals,Graduated,310000,NOTSELECTED,Arizona
92,45+,1.0,Locals,Graduated,270000,NOTSELECTED,Arizona
93,18-24,2.0,Locals,Graduated,87000,NOTSELECTED,Arizona
94,25-44,2.0,Locals,Graduated,360000,NOTSELECTED,Arizona
95,45+,2.0,Locals,Graduated,370000,NOTSELECTED,Arizona
96,18-24,1.0,Locals,No Degree,120000,NOTSELECTED,Arizona
97,25-44,1.0,Locals,No Degree,190000,NOTSELECTED,Arizona
98,45+,1.0,Locals,No Degree,170000,NOTSELECTED,Arizona
99,18-24,2.0,Locals,No Degree,120000,NOTSELECTED,Arizona
100,25-44,2.0,Locals,No Degree,180000,NOTSELECTED,Arizona
101,45+,2.0,Locals,No Degree,240000,NOTSELECTED,Arizona
102,18-24,1.0,Locals,High School,140000,NOTSELECTED,Arizona
103,25-44,1.0,Locals,High School,200000,NOTSELECTED,Arizona
104,45+,1.0,Locals,High School,140000,NOTSELECTED,Arizona
105,18-24,2.0,Locals,High School,160000,NOTSELECTED,Arizona
106,25-44,2.0,Locals,High School,210000,NOTSELECTED,Arizona
107,45+,2.0,Locals,High School,240000,NOTSELECTED,Arizona
108,18-24,1.0,Expats,Graduated,4700,NOTSELECTED,Arkansas
109,25-44,1.0,Expats,Graduated,16000,NOTSELECTED,Arkansas
110,45+,1.0,Expats,Graduated,4700,NOTSELECTED,Arkansas
111,18-24,2.0,Expats,Graduated,3600,NOTSELECTED,Arkansas
112,25-44,2.0,Expats,Graduated,13000,NOTSELECTED,Arkansas
113,45+,2.0,Expats,Graduated,4500,NOTSELECTED,Arkansas
114,18-24,1.0,Expats,No Degree,5200,NOTSELECTED,Arkansas
115,25-44,1.0,Expats,No Degree,17000,NOTSELECTED,Arkansas
116,45+,1.0,Expats,No Degree,6600,NOTSELECTED,Arkansas
117,18-24,2.0,Expats,No Degree,3900,NOTSELECTED,Arkansas
118,25-44,2.0,Expats,No Degree,13000,NOTSELECTED,Arkansas
119,45+,2.0,Expats,No Degree,6700,NOTSELECTED,Arkansas
120,18-24,1.0,Expats,High School,4300,NOTSELECTED,Arkansas
121,25-44,1.0,Expats,High School,7300,NOTSELECTED,Arkansas
122,45+,1.0,Expats,High School,2400,NOTSELECTED,Arkansas
123,18-24,2.0,Expats,High School,4300,NOTSELECTED,Arkansas
124,25-44,2.0,Expats,High School,6900,NOTSELECTED,Arkansas
125,45+,2.0,Expats,High School,2400,NOTSELECTED,Arkansas
126,18-24,1.0,Locals,Graduated,47000,NOTSELECTED,Arkansas
127,25-44,1.0,Locals,Graduated,150000,NOTSELECTED,Arkansas
128,45+,1.0,Locals,Graduated,110000,NOTSELECTED,Arkansas
129,18-24,2.0,Locals,Graduated,48000,NOTSELECTED,Arkansas
130,25-44,2.0,Locals,Graduated,190000,NOTSELECTED,Arkansas
131,45+,2.0,Locals,Graduated,170000,NOTSELECTED,Arkansas
132,18-24,1.0,Locals,No Degree,44000,NOTSELECTED,Arkansas
133,25-44,1.0,Locals,No Degree,76000,NOTSELECTED,Arkansas
134,45+,1.0,Locals,No Degree,71000,NOTSELECTED,Arkansas
135,18-24,2.0,Locals,No Degree,43000,NOTSELECTED,Arkansas
136,25-44,2.0,Locals,No Degree,68000,NOTSELECTED,Arkansas
137,45+,2.0,Locals,No Degree,100000,NOTSELECTED,Arkansas
138,18-24,1.0,Locals,High School,64000,NOTSELECTED,Arkansas
139,25-44,1.0,Locals,High School,110000,NOTSELECTED,Arkansas
140,45+,1.0,Locals,High School,77000,NOTSELECTED,Arkansas
141,18-24,2.0,Locals,High School,79000,NOTSELECTED,Arkansas
142,25-44,2.0,Locals,High School,120000,NOTSELECTED,Arkansas
143,45+,2.0,Locals,High School,130000,NOTSELECTED,Arkansas
144,18-24,1.0,Expats,Graduated,160000,NOTSELECTED,California
145,25-44,1.0,Expats,Graduated,730000,NOTSELECTED,California
146,45+,1.0,Expats,Graduated,390000,NOTSELECTED,California
147,18-24,2.0,Expats,Graduated,140000,NOTSELECTED,California
148,25-44,2.0,Expats,Graduated,720000,NOTSELECTED,California
149,45+,2.0,Expats,Graduated,400000,NOTSELECTED,California
150,18-24,1.0,Expats,No Degree,170000,NOTSELECTED,California
151,25-44,1.0,Expats,No Degree,700000,NOTSELECTED,California
152,45+,1.0,Expats,No Degree,560000,NOTSELECTED,California
153,18-24,2.0,Expats,No Degree,160000,NOTSELECTED,California
154,25-44,2.0,Expats,No Degree,700000,NOTSELECTED,California
155,45+,2.0,Expats,No Degree,690000,NOTSELECTED,California
156,18-24,1.0,Expats,High School,150000,NOTSELECTED,California
157,25-44,1.0,Expats,High School,320000,NOTSELECTED,California
158,45+,1.0,Expats,High School,150000,NOTSELECTED,California
159,18-24,2.0,Expats,High School,160000,NOTSELECTED,California
160,25-44,2.0,Expats,High School,320000,NOTSELECTED,California
161,45+,2.0,Expats,High School,170000,NOTSELECTED,California
162,18-24,1.0,Locals,Graduated,540000,NOTSELECTED,California
163,25-44,1.0,Locals,Graduated,1700000,NOTSELECTED,California
164,45+,1.0,Locals,Graduated,1200000,NOTSELECTED,California
165,18-24,2.0,Locals,Graduated,500000,NOTSELECTED,California
166,25-44,2.0,Locals,Graduated,2000000,NOTSELECTED,California
167,45+,2.0,Locals,Graduated,1400000,NOTSELECTED,California
168,18-24,1.0,Locals,No Degree,710000,NOTSELECTED,California
169,25-44,1.0,Locals,No Degree,1300000,NOTSELECTED,California
170,45+,1.0,Locals,No Degree,950000,NOTSELECTED,California
171,18-24,2.0,Locals,No Degree,680000,NOTSELECTED,California
