,topic,country_code,citizenship,gender,is_denominator,language,languages,max_age,min_age,scholarity,audience,age_range
23328,luxury,DZ,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,1400000,18-24
23329,luxury,EG,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,2400000,18-24
23330,luxury,IQ,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,1700000,18-24
23331,luxury,JO,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,300000,18-24
23332,luxury,KW,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,29000,18-24
23333,luxury,LB,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,180000,18-24
23334,luxury,LY,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,170000,18-24
23335,luxury,MA,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,990000,18-24
23336,luxury,OM,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,39000,18-24
23337,luxury,QA,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,7400,18-24
23338,luxury,SA,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,830000,18-24
23339,luxury,SO,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,18000,18-24
23340,luxury,TN,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,330000,18-24
23341,luxury,AE,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,37000,18-24
23342,luxury,YE,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,230000,18-24
23343,luxury,PS,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,ND,78000,18-24
23344,luxury,DZ,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,94000,18-24
23345,luxury,EG,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,260000,18-24
23346,luxury,IQ,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,230000,18-24
23347,luxury,JO,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,48000,18-24
23348,luxury,KW,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,50000,18-24
23349,luxury,LB,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,110000,18-24
23350,luxury,LY,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,16000,18-24
23351,luxury,MA,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,100000,18-24
23352,luxury,OM,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,49000,18-24
23353,luxury,QA,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,54000,18-24
23354,luxury,SA,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,1200000,18-24
23355,luxury,SO,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,90000,18-24
23356,luxury,TN,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,49000,18-24
23357,luxury,AE,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,190000,18-24
23358,luxury,YE,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,11000,18-24
23359,luxury,PS,Locals,Male,False,English,NOTSELECTED,24.0,18,ND,8200,18-24
23360,luxury,DZ,Locals,Male,False,French,NOTSELECTED,24.0,18,ND,940000,18-24
23361,luxury,EG,Locals,Male,False,French,NOTSELECTED,24.0,18,ND,16000,18-24
23362,luxury,IQ,Locals,Male,False,French,NOTSELECTED,24.0,18,ND,3400,18-24
23363,luxury,JO,Locals,Male,False,French,NOTSELECTED,24.0,18,ND,1500,18-24
23364,luxury,KW,Locals,Male,False,French,NOTSELECTED,24.0,18,ND,250,18-24
23365,luxury,LB,Locals,Male,False,French,NOTSELECTED,24.0,18,ND,6200,18-24
