,age_range,gender,citizenship,scholarity,audience,topic,country_code
6732,18-24,Male,Expats,Graduated,13000,mental disease depression,DZ
6733,25-44,Male,Expats,Graduated,13000,mental disease depression,DZ
6734,45+,Male,Expats,Graduated,1700,mental disease depression,DZ
6735,18-24,Female,Expats,Graduated,4800,mental disease depression,DZ
6736,25-44,Female,Expats,Graduated,3600,mental disease depression,DZ
6737,45+,Female,Expats,Graduated,780,mental disease depression,DZ
6738,18-24,Male,Expats,No Degree,5400,mental disease depression,DZ
6739,25-44,Male,Expats,No Degree,9900,mental disease depression,DZ
6740,45+,Male,Expats,No Degree,1800,mental disease depression,DZ
6741,18-24,Female,Expats,No Degree,2900,mental disease depression,DZ
6742,25-44,Female,Expats,No Degree,3800,mental disease depression,DZ
6743,45+,Female,Expats,No Degree,980,mental disease depression,DZ
6744,18-24,Male,Expats,High School,4700,mental disease depression,DZ
6745,25-44,Male,Expats,High School,3200,mental disease depression,DZ
6746,45+,Male,Expats,High School,520,mental disease depression,DZ
6747,18-24,Female,Expats,High School,2200,mental disease depression,DZ
6748,25-44,Female,Expats,High School,960,mental disease depression,DZ
6749,45+,Female,Expats,High School,330,mental disease depression,DZ
6750,18-24,Male,Locals,Graduated,58000,mental disease depression,DZ
6751,25-44,Male,Locals,Graduated,98000,mental disease depression,DZ
6752,45+,Male,Locals,Graduated,9700,mental disease depression,DZ
6753,18-24,Female,Locals,Graduated,47000,mental disease depression,DZ
6754,25-44,Female,Locals,Graduated,55000,mental disease depression,DZ
6755,45+,Female,Locals,Graduated,5100,mental disease depression,DZ
6756,18-24,Male,Locals,No Degree,59000,mental disease depression,DZ
6757,25-44,Male,Locals,No Degree,130000,mental disease depression,DZ
6758,45+,Male,Locals,No Degree,17000,mental disease depression,DZ
6759,18-24,Female,Locals,No Degree,48000,mental disease depression,DZ
6760,25-44,Female,Locals,No Degree,64000,mental disease depression,DZ
6761,45+,Female,Locals,No Degree,9800,mental disease depression,DZ
6762,18-24,Male,Locals,High School,26000,mental disease depression,DZ
