,age_range,gender,citizenship,scholarity,audience,topic,country_code
3060,18-24,Male,Expats,Graduated,5400,diabetes awareness,DZ
3061,25-44,Male,Expats,Graduated,6700,diabetes awareness,DZ
3062,45+,Male,Expats,Graduated,1700,diabetes awareness,DZ
3063,18-24,Female,Expats,Graduated,2100,diabetes awareness,DZ
3064,25-44,Female,Expats,Graduated,2000,diabetes awareness,DZ
3065,45+,Female,Expats,Graduated,690,diabetes awareness,DZ
3066,18-24,Male,Expats,No Degree,2500,diabetes awareness,DZ
3067,25-44,Male,Expats,No Degree,4800,diabetes awareness,DZ
3068,45+,Male,Expats,No Degree,1400,diabetes awareness,DZ
3069,18-24,Female,Expats,No Degree,1000,diabetes awareness,DZ
3070,25-44,Female,Expats,No Degree,1900,diabetes awareness,DZ
3071,45+,Female,Expats,No Degree,790,diabetes awareness,DZ
3072,18-24,Male,Expats,High School,1900,diabetes awareness,DZ
3073,25-44,Male,Expats,High School,1600,diabetes awareness,DZ
3074,45+,Male,Expats,High School,450,diabetes awareness,DZ
3075,18-24,Female,Expats,High School,870,diabetes awareness,DZ
3076,25-44,Female,Expats,High School,350,diabetes awareness,DZ
3077,45+,Female,Expats,High School,330,diabetes awareness,DZ
3078,18-24,Male,Locals,Graduated,26000,diabetes awareness,DZ
3079,25-44,Male,Locals,Graduated,55000,diabetes awareness,DZ
3080,45+,Male,Locals,Graduated,12000,diabetes awareness,DZ
3081,18-24,Female,Locals,Graduated,25000,diabetes awareness,DZ
3082,25-44,Female,Locals,Graduated,35000,diabetes awareness,DZ
3083,45+,Female,Locals,Graduated,6100,diabetes awareness,DZ
3084,18-24,Male,Locals,No Degree,34000,diabetes awareness,DZ
3085,25-44,Male,Locals,No Degree,71000,diabetes awareness,DZ
3086,45+,Male,Locals,No Degree,17000,diabetes awareness,DZ
3087,18-24,Female,Locals,No Degree,25000,diabetes awareness,DZ
3088,25-44,Female,Locals,No Degree,36000,diabetes awareness,DZ
3089,45+,Female,Locals,No Degree,9500,diabetes awareness,DZ
3090,18-24,Male,Locals,High School,12000,diabetes awareness,DZ
3091,25-44,Male,Locals,High School,15000,diabetes awareness,DZ
3092,45+,Male,Locals,High School,4200,diabetes awareness,DZ
3093,18-24,Female,Locals,High School,11000,diabetes awareness,DZ
3094,25-44,Female,Locals,High School,8000,diabetes awareness,DZ
3095,45+,Female,Locals,High School,2500,diabetes awareness,DZ
3096,18-24,Male,Expats,Graduated,530,diabetes awareness,BH
3097,25-44,Male,Expats,Graduated,2400,diabetes awareness,BH
3098,45+,Male,Expats,Graduated,520,diabetes awareness,BH
