,age_range,gender,citizenship,scholarity,audience,topic,country_code
5508,18-24,Male,Expats,Graduated,17000,fast food,DZ
5509,25-44,Male,Expats,Graduated,13000,fast food,DZ
5510,45+,Male,Expats,Graduated,1500,fast food,DZ
5511,18-24,Female,Expats,Graduated,6800,fast food,DZ
5512,25-44,Female,Expats,Graduated,5200,fast food,DZ
5513,45+,Female,Expats,Graduated,800,fast food,DZ
5514,18-24,Male,Expats,No Degree,6800,fast food,DZ
5515,25-44,Male,Expats,No Degree,7400,fast food,DZ
5516,45+,Male,Expats,No Degree,1200,fast food,DZ
5517,18-24,Female,Expats,No Degree,3600,fast food,DZ
5518,25-44,Female,Expats,No Degree,3800,fast food,DZ
5519,45+,Female,Expats,No Degree,890,fast food,DZ
5520,18-24,Male,Expats,High School,6900,fast food,DZ
5521,25-44,Male,Expats,High School,3200,fast food,DZ
5522,45+,Male,Expats,High School,510,fast food,DZ
5523,18-24,Female,Expats,High School,3500,fast food,DZ
5524,25-44,Female,Expats,High School,1200,fast food,DZ
5525,45+,Female,Expats,High School,310,fast food,DZ
5526,18-24,Male,Locals,Graduated,61000,fast food,DZ
5527,25-44,Male,Locals,Graduated,81000,fast food,DZ
5528,45+,Male,Locals,Graduated,6500,fast food,DZ
5529,18-24,Female,Locals,Graduated,58000,fast food,DZ
5530,25-44,Female,Locals,Graduated,70000,fast food,DZ
5531,45+,Female,Locals,Graduated,5900,fast food,DZ
5532,18-24,Male,Locals,No Degree,52000,fast food,DZ
5533,25-44,Male,Locals,No Degree,79000,fast food,DZ
5534,45+,Male,Locals,No Degree,9100,fast food,DZ
5535,18-24,Female,Locals,No Degree,54000,fast food,DZ
5536,25-44,Female,Locals,No Degree,65000,fast food,DZ
5537,45+,Female,Locals,No Degree,9700,fast food,DZ
5538,18-24,Male,Locals,High School,30000,fast food,DZ
5539,25-44,Male,Locals,High School,22000,fast food,DZ
5540,45+,Male,Locals,High School,2400,fast food,DZ
5541,18-24,Female,Locals,High School,31000,fast food,DZ
5542,25-44,Female,Locals,High School,16000,fast food,DZ
5543,45+,Female,Locals,High School,2900,fast food,DZ
5544,18-24,Male,Expats,Graduated,5500,fast food,BH
5545,25-44,Male,Expats,Graduated,22000,fast food,BH
5546,45+,Male,Expats,Graduated,1700,fast food,BH
5547,18-24,Female,Expats,Graduated,1800,fast food,BH
5548,25-44,Female,Expats,Graduated,14000,fast food,BH
5549,45+,Female,Expats,Graduated,1800,fast food,BH
5550,18-24,Male,Expats,No Degree,4100,fast food,BH
5551,25-44,Male,Expats,No Degree,12000,fast food,BH
5552,45+,Male,Expats,No Degree,1500,fast food,BH
5553,18-24,Female,Expats,No Degree,1200,fast food,BH
5554,25-44,Female,Expats,No Degree,4600,fast food,BH
5555,45+,Female,Expats,No Degree,1000,fast food,BH
5556,18-24,Male,Expats,High School,2400,fast food,BH
