,age_range,gender,citizenship,scholarity,audience,topic,country_code
4284,18-24,Male,Expats,Graduated,58000,cars vehicles,DZ
4285,25-44,Male,Expats,Graduated,42000,cars vehicles,DZ
4286,45+,Male,Expats,Graduated,4200,cars vehicles,DZ
4287,18-24,Female,Expats,Graduated,9000,cars vehicles,DZ
4288,25-44,Female,Expats,Graduated,4900,cars vehicles,DZ
4289,45+,Female,Expats,Graduated,680,cars vehicles,DZ
4290,18-24,Male,Expats,No Degree,24000,cars vehicles,DZ
4291,25-44,Male,Expats,No Degree,22000,cars vehicles,DZ
4292,45+,Male,Expats,No Degree,2600,cars vehicles,DZ
4293,18-24,Female,Expats,No Degree,4800,cars vehicles,DZ
4294,25-44,Female,Expats,No Degree,3800,cars vehicles,DZ
4295,45+,Female,Expats,No Degree,770,cars vehicles,DZ
4296,18-24,Male,Expats,High School,22000,cars vehicles,DZ
4297,25-44,Male,Expats,High School,9300,cars vehicles,DZ
4298,45+,Male,Expats,High School,1100,cars vehicles,DZ
4299,18-24,Female,Expats,High School,3800,cars vehicles,DZ
4300,25-44,Female,Expats,High School,1300,cars vehicles,DZ
4301,45+,Female,Expats,High School,240,cars vehicles,DZ
4302,18-24,Male,Locals,Graduated,230000,cars vehicles,DZ
4303,25-44,Male,Locals,Graduated,260000,cars vehicles,DZ
4304,45+,Male,Locals,Graduated,17000,cars vehicles,DZ
4305,18-24,Female,Locals,Graduated,62000,cars vehicles,DZ
4306,25-44,Female,Locals,Graduated,57000,cars vehicles,DZ
4307,45+,Female,Locals,Graduated,4100,cars vehicles,DZ
4308,18-24,Male,Locals,No Degree,210000,cars vehicles,DZ
4309,25-44,Male,Locals,No Degree,240000,cars vehicles,DZ
4310,45+,Male,Locals,No Degree,18000,cars vehicles,DZ
4311,18-24,Female,Locals,No Degree,52000,cars vehicles,DZ
4312,25-44,Female,Locals,No Degree,45000,cars vehicles,DZ
4313,45+,Female,Locals,No Degree,5500,cars vehicles,DZ
4314,18-24,Male,Locals,High School,110000,cars vehicles,DZ
4315,25-44,Male,Locals,High School,71000,cars vehicles,DZ
4316,45+,Male,Locals,High School,5500,cars vehicles,DZ
4317,18-24,Female,Locals,High School,33000,cars vehicles,DZ
4318,25-44,Female,Locals,High School,13000,cars vehicles,DZ
4319,45+,Female,Locals,High School,1800,cars vehicles,DZ
4320,18-24,Male,Expats,Graduated,9400,cars vehicles,BH
4321,25-44,Male,Expats,Graduated,41000,cars vehicles,BH
4322,45+,Male,Expats,Graduated,5100,cars vehicles,BH
4323,18-24,Female,Expats,Graduated,1300,cars vehicles,BH
4324,25-44,Female,Expats,Graduated,9000,cars vehicles,BH
4325,45+,Female,Expats,Graduated,1900,cars vehicles,BH
4326,18-24,Male,Expats,No Degree,7700,cars vehicles,BH
4327,25-44,Male,Expats,No Degree,29000,cars vehicles,BH
4328,45+,Male,Expats,No Degree,5200,cars vehicles,BH
4329,18-24,Female,Expats,No Degree,1300,cars vehicles,BH
4330,25-44,Female,Expats,No Degree,4700,cars vehicles,BH
4331,45+,Female,Expats,No Degree,1300,cars vehicles,BH
4332,18-24,Male,Expats,High School,3700,cars vehicles,BH
4333,25-44,Male,Expats,High School,11000,cars vehicles,BH
4334,45+,Male,Expats,High School,1600,cars vehicles,BH
4335,18-24,Female,Expats,High School,850,cars vehicles,BH
4336,25-44,Female,Expats,High School,2600,cars vehicles,BH
4337,45+,Female,Expats,High School,620,cars vehicles,BH
4338,18-24,Male,Locals,Graduated,1500,cars vehicles,BH
4339,25-44,Male,Locals,Graduated,4800,cars vehicles,BH
4340,45+,Male,Locals,Graduated,670,cars vehicles,BH
4341,18-24,Female,Locals,Graduated,470,cars vehicles,BH
4342,25-44,Female,Locals,Graduated,1400,cars vehicles,BH
4343,45+,Female,Locals,Graduated,200,cars vehicles,BH
4344,18-24,Male,Locals,No Degree,1500,cars vehicles,BH
4345,25-44,Male,Locals,No Degree,3100,cars vehicles,BH
4346,45+,Male,Locals,No Degree,900,cars vehicles,BH
4347,18-24,Female,Locals,No Degree,340,cars vehicles,BH
4348,25-44,Female,Locals,No Degree,1000,cars vehicles,BH
4349,45+,Female,Locals,No Degree,210,cars vehicles,BH
4350,18-24,Male,Locals,High School,950,cars vehicles,BH
4351,25-44,Male,Locals,High School,1400,cars vehicles,BH
4352,45+,Male,Locals,High School,220,cars vehicles,BH
4353,18-24,Female,Locals,High School,460,cars vehicles,BH
4354,25-44,Female,Locals,High School,250,cars vehicles,BH
4355,45+,Female,Locals,High School,50,cars vehicles,BH
4356,18-24,Male,Expats,Graduated,24000,cars vehicles,EG
4357,25-44,Male,Expats,Graduated,41000,cars vehicles,EG
4358,45+,Male,Expats,Graduated,6000,cars vehicles,EG
4359,18-24,Female,Expats,Graduated,5600,cars vehicles,EG
4360,25-44,Female,Expats,Graduated,9800,cars vehicles,EG
4361,45+,Female,Expats,Graduated,1400,cars vehicles,EG
4362,18-24,Male,Expats,No Degree,7400,cars vehicles,EG
4363,25-44,Male,Expats,No Degree,11000,cars vehicles,EG
4364,45+,Male,Expats,No Degree,2600,cars vehicles,EG
4365,18-24,Female,Expats,No Degree,2400,cars vehicles,EG
4366,25-44,Female,Expats,No Degree,3100,cars vehicles,EG
