,ages_ranges,genders,behavior,scholarities,audience,topic,location
12852,18-24,1.0,Expats,Graduated,50,Bomb,Alabama
12853,25-44,1.0,Expats,Graduated,180,Bomb,Alabama
12854,45+,1.0,Expats,Graduated,90,Bomb,Alabama
12855,18-24,2.0,Expats,Graduated,80,Bomb,Alabama
12856,25-44,2.0,Expats,Graduated,100,Bomb,Alabama
12857,45+,2.0,Expats,Graduated,30,Bomb,Alabama
12858,18-24,1.0,Expats,No Degree,30,Bomb,Alabama
12859,25-44,1.0,Expats,No Degree,110,Bomb,Alabama
12860,45+,1.0,Expats,No Degree,40,Bomb,Alabama
12861,18-24,2.0,Expats,No Degree,60,Bomb,Alabama
12862,25-44,2.0,Expats,No Degree,70,Bomb,Alabama
12863,45+,2.0,Expats,No Degree,20,Bomb,Alabama
12864,18-24,1.0,Expats,High School,40,Bomb,Alabama
12865,25-44,1.0,Expats,High School,80,Bomb,Alabama
12866,45+,1.0,Expats,High School,40,Bomb,Alabama
12867,18-24,2.0,Expats,High School,110,Bomb,Alabama
12868,25-44,2.0,Expats,High School,70,Bomb,Alabama
12869,45+,2.0,Expats,High School,20,Bomb,Alabama
12870,18-24,1.0,Locals,Graduated,860,Bomb,Alabama
12871,25-44,1.0,Locals,Graduated,5200,Bomb,Alabama
12872,45+,1.0,Locals,Graduated,5300,Bomb,Alabama
12873,18-24,2.0,Locals,Graduated,3400,Bomb,Alabama
12874,25-44,2.0,Locals,Graduated,4300,Bomb,Alabama
12875,45+,2.0,Locals,Graduated,2100,Bomb,Alabama
12876,18-24,1.0,Locals,No Degree,320,Bomb,Alabama
12877,25-44,1.0,Locals,No Degree,970,Bomb,Alabama
12878,45+,1.0,Locals,No Degree,1500,Bomb,Alabama
12879,18-24,2.0,Locals,No Degree,2800,Bomb,Alabama
12880,25-44,2.0,Locals,No Degree,1400,Bomb,Alabama
12881,45+,2.0,Locals,No Degree,880,Bomb,Alabama
12882,18-24,1.0,Locals,High School,1300,Bomb,Alabama
12883,25-44,1.0,Locals,High School,3200,Bomb,Alabama
12884,45+,1.0,Locals,High School,3200,Bomb,Alabama
12885,18-24,2.0,Locals,High School,6600,Bomb,Alabama
12886,25-44,2.0,Locals,High School,3400,Bomb,Alabama
12887,45+,2.0,Locals,High School,1500,Bomb,Alabama
12888,18-24,1.0,Expats,Graduated,20,Bomb,Alaska
12889,25-44,1.0,Expats,Graduated,60,Bomb,Alaska
12890,45+,1.0,Expats,Graduated,30,Bomb,Alaska
12891,18-24,2.0,Expats,Graduated,20,Bomb,Alaska
12892,25-44,2.0,Expats,Graduated,50,Bomb,Alaska
12893,45+,2.0,Expats,Graduated,20,Bomb,Alaska
12894,18-24,1.0,Expats,No Degree,20,Bomb,Alaska
12895,25-44,1.0,Expats,No Degree,20,Bomb,Alaska
12896,45+,1.0,Expats,No Degree,20,Bomb,Alaska
12897,18-24,2.0,Expats,No Degree,20,Bomb,Alaska
12898,25-44,2.0,Expats,No Degree,50,Bomb,Alaska
12899,45+,2.0,Expats,No Degree,20,Bomb,Alaska
12900,18-24,1.0,Expats,High School,20,Bomb,Alaska
12901,25-44,1.0,Expats,High School,40,Bomb,Alaska
12902,45+,1.0,Expats,High School,20,Bomb,Alaska
12903,18-24,2.0,Expats,High School,40,Bomb,Alaska
12904,25-44,2.0,Expats,High School,20,Bomb,Alaska
12905,45+,2.0,Expats,High School,20,Bomb,Alaska
12906,18-24,1.0,Locals,Graduated,210,Bomb,Alaska
12907,25-44,1.0,Locals,Graduated,1100,Bomb,Alaska
12908,45+,1.0,Locals,Graduated,850,Bomb,Alaska
12909,18-24,2.0,Locals,Graduated,340,Bomb,Alaska
12910,25-44,2.0,Locals,Graduated,470,Bomb,Alaska
12911,45+,2.0,Locals,Graduated,260,Bomb,Alaska
12912,18-24,1.0,Locals,No Degree,70,Bomb,Alaska
12913,25-44,1.0,Locals,No Degree,200,Bomb,Alaska
12914,45+,1.0,Locals,No Degree,370,Bomb,Alaska
12915,18-24,2.0,Locals,No Degree,410,Bomb,Alaska
12916,25-44,2.0,Locals,No Degree,140,Bomb,Alaska
12917,45+,2.0,Locals,No Degree,90,Bomb,Alaska
12918,18-24,1.0,Locals,High School,350,Bomb,Alaska
12919,25-44,1.0,Locals,High School,920,Bomb,Alaska
12920,45+,1.0,Locals,High School,720,Bomb,Alaska
12921,18-24,2.0,Locals,High School,740,Bomb,Alaska
12922,25-44,2.0,Locals,High School,460,Bomb,Alaska
12923,45+,2.0,Locals,High School,180,Bomb,Alaska
12924,18-24,1.0,Expats,Graduated,100,Bomb,Arizona
12925,25-44,1.0,Expats,Graduated,480,Bomb,Arizona
12926,45+,1.0,Expats,Graduated,310,Bomb,Arizona
12927,18-24,2.0,Expats,Graduated,240,Bomb,Arizona
12928,25-44,2.0,Expats,Graduated,280,Bomb,Arizona
12929,45+,2.0,Expats,Graduated,120,Bomb,Arizona
12930,18-24,1.0,Expats,No Degree,60,Bomb,Arizona
12931,25-44,1.0,Expats,No Degree,180,Bomb,Arizona
12932,45+,1.0,Expats,No Degree,150,Bomb,Arizona
12933,18-24,2.0,Expats,No Degree,300,Bomb,Arizona
12934,25-44,2.0,Expats,No Degree,140,Bomb,Arizona
12935,45+,2.0,Expats,No Degree,100,Bomb,Arizona
12936,18-24,1.0,Expats,High School,120,Bomb,Arizona
12937,25-44,1.0,Expats,High School,180,Bomb,Arizona
12938,45+,1.0,Expats,High School,130,Bomb,Arizona
12939,18-24,2.0,Expats,High School,390,Bomb,Arizona
12940,25-44,2.0,Expats,High School,140,Bomb,Arizona
12941,45+,2.0,Expats,High School,70,Bomb,Arizona
12942,18-24,1.0,Locals,Graduated,950,Bomb,Arizona
12943,25-44,1.0,Locals,Graduated,5700,Bomb,Arizona
12944,45+,1.0,Locals,Graduated,6500,Bomb,Arizona
12945,18-24,2.0,Locals,Graduated,2300,Bomb,Arizona
12946,25-44,2.0,Locals,Graduated,3300,Bomb,Arizona
12947,45+,2.0,Locals,Graduated,2100,Bomb,Arizona
12948,18-24,1.0,Locals,No Degree,550,Bomb,Arizona
12949,25-44,1.0,Locals,No Degree,1300,Bomb,Arizona
12950,45+,1.0,Locals,No Degree,2000,Bomb,Arizona
12951,18-24,2.0,Locals,No Degree,3300,Bomb,Arizona
12952,25-44,2.0,Locals,No Degree,1100,Bomb,Arizona
12953,45+,2.0,Locals,No Degree,920,Bomb,Arizona
12954,18-24,1.0,Locals,High School,1600,Bomb,Arizona
12955,25-44,1.0,Locals,High School,3600,Bomb,Arizona
12956,45+,1.0,Locals,High School,3500,Bomb,Arizona
12957,18-24,2.0,Locals,High School,5100,Bomb,Arizona
12958,25-44,2.0,Locals,High School,2300,Bomb,Arizona
12959,45+,2.0,Locals,High School,1400,Bomb,Arizona
12960,18-24,1.0,Expats,Graduated,20,Bomb,Arkansas
12961,25-44,1.0,Expats,Graduated,140,Bomb,Arkansas
12962,45+,1.0,Expats,Graduated,60,Bomb,Arkansas
12963,18-24,2.0,Expats,Graduated,20,Bomb,Arkansas
12964,25-44,2.0,Expats,Graduated,30,Bomb,Arkansas
12965,45+,2.0,Expats,Graduated,20,Bomb,Arkansas
12966,18-24,1.0,Expats,No Degree,20,Bomb,Arkansas
12967,25-44,1.0,Expats,No Degree,50,Bomb,Arkansas
12968,45+,1.0,Expats,No Degree,40,Bomb,Arkansas
12969,18-24,2.0,Expats,No Degree,20,Bomb,Arkansas
12970,25-44,2.0,Expats,No Degree,40,Bomb,Arkansas
12971,45+,2.0,Expats,No Degree,20,Bomb,Arkansas
12972,18-24,1.0,Expats,High School,30,Bomb,Arkansas
12973,25-44,1.0,Expats,High School,70,Bomb,Arkansas
12974,45+,1.0,Expats,High School,20,Bomb,Arkansas
12975,18-24,2.0,Expats,High School,100,Bomb,Arkansas
12976,25-44,2.0,Expats,High School,50,Bomb,Arkansas
12977,45+,2.0,Expats,High School,20,Bomb,Arkansas
12978,18-24,1.0,Locals,Graduated,490,Bomb,Arkansas
12979,25-44,1.0,Locals,Graduated,3100,Bomb,Arkansas
12980,45+,1.0,Locals,Graduated,3300,Bomb,Arkansas
12981,18-24,2.0,Locals,Graduated,1800,Bomb,Arkansas
12982,25-44,2.0,Locals,Graduated,2500,Bomb,Arkansas
12983,45+,2.0,Locals,Graduated,1100,Bomb,Arkansas
12984,18-24,1.0,Locals,No Degree,200,Bomb,Arkansas
12985,25-44,1.0,Locals,No Degree,500,Bomb,Arkansas
12986,45+,1.0,Locals,No Degree,900,Bomb,Arkansas
12987,18-24,2.0,Locals,No Degree,1400,Bomb,Arkansas
12988,25-44,2.0,Locals,No Degree,820,Bomb,Arkansas
12989,45+,2.0,Locals,No Degree,560,Bomb,Arkansas
12990,18-24,1.0,Locals,High School,720,Bomb,Arkansas
12991,25-44,1.0,Locals,High School,2400,Bomb,Arkansas
12992,45+,1.0,Locals,High School,2100,Bomb,Arkansas
12993,18-24,2.0,Locals,High School,3400,Bomb,Arkansas
12994,25-44,2.0,Locals,High School,1900,Bomb,Arkansas
12995,45+,2.0,Locals,High School,900,Bomb,Arkansas
12996,18-24,1.0,Expats,Graduated,1100,Bomb,California
12997,25-44,1.0,Expats,Graduated,4400,Bomb,California
12998,45+,1.0,Expats,Graduated,2400,Bomb,California
12999,18-24,2.0,Expats,Graduated,1200,Bomb,California
13000,25-44,2.0,Expats,Graduated,2900,Bomb,California
13001,45+,2.0,Expats,Graduated,990,Bomb,California
13002,18-24,1.0,Expats,No Degree,510,Bomb,California
13003,25-44,1.0,Expats,No Degree,2000,Bomb,California
13004,45+,1.0,Expats,No Degree,1400,Bomb,California
13005,18-24,2.0,Expats,No Degree,1000,Bomb,California
13006,25-44,2.0,Expats,No Degree,1100,Bomb,California
13007,45+,2.0,Expats,No Degree,910,Bomb,California
13008,18-24,1.0,Expats,High School,900,Bomb,California
13009,25-44,1.0,Expats,High School,1800,Bomb,California
13010,45+,1.0,Expats,High School,950,Bomb,California
13011,18-24,2.0,Expats,High School,2000,Bomb,California
13012,25-44,2.0,Expats,High School,1200,Bomb,California
13013,45+,2.0,Expats,High School,420,Bomb,California
13014,18-24,1.0,Locals,Graduated,4700,Bomb,California
13015,25-44,1.0,Locals,Graduated,25000,Bomb,California
13016,45+,1.0,Locals,Graduated,20000,Bomb,California
13017,18-24,2.0,Locals,Graduated,8500,Bomb,California
13018,25-44,2.0,Locals,Graduated,15000,Bomb,California
