,topic,country_code,citizenship,gender,is_denominator,language,max_age,min_age,scholarity,audience,age_range
3970,fitness and wellness,OM,Locals,Male,False,NOTSELECTED,24,18,GRAD,9600,18-24
3971,fitness and wellness,QA,Locals,Male,False,NOTSELECTED,24,18,GRAD,9800,18-24
3972,fitness and wellness,SA,Locals,Male,False,NOTSELECTED,24,18,GRAD,200000,18-24
3973,fitness and wellness,SO,Locals,Male,False,NOTSELECTED,24,18,GRAD,22000,18-24
3974,fitness and wellness,TN,Locals,Male,False,NOTSELECTED,24,18,GRAD,200000,18-24
3975,fitness and wellness,AE,Locals,Male,False,NOTSELECTED,24,18,GRAD,32000,18-24
3976,fitness and wellness,YE,Locals,Male,False,NOTSELECTED,24,18,GRAD,53000,18-24
3977,fitness and wellness,PS,Locals,Male,False,NOTSELECTED,24,18,GRAD,46000,18-24
4573,fitness and wellness,DZ,Locals,Female,False,NOTSELECTED,24,18,ND,340000,18-24
4575,fitness and wellness,EG,Locals,Female,False,NOTSELECTED,24,18,ND,720000,18-24
4576,fitness and wellness,IQ,Locals,Female,False,NOTSELECTED,24,18,ND,240000,18-24
4577,fitness and wellness,JO,Locals,Female,False,NOTSELECTED,24,18,ND,110000,18-24
4578,fitness and wellness,KW,Locals,Female,False,NOTSELECTED,24,18,ND,6200,18-24
4579,fitness and wellness,LB,Locals,Female,False,NOTSELECTED,24,18,ND,68000,18-24
4580,fitness and wellness,LY,Locals,Female,False,NOTSELECTED,24,18,ND,53000,18-24
4581,fitness and wellness,MA,Locals,Female,False,NOTSELECTED,24,18,ND,390000,18-24
4582,fitness and wellness,OM,Locals,Female,False,NOTSELECTED,24,18,ND,4600,18-24
4583,fitness and wellness,QA,Locals,Female,False,NOTSELECTED,24,18,ND,3800,18-24
4584,fitness and wellness,SA,Locals,Female,False,NOTSELECTED,24,18,ND,220000,18-24
4585,fitness and wellness,SO,Locals,Female,False,NOTSELECTED,24,18,ND,23000,18-24
4586,fitness and wellness,TN,Locals,Female,False,NOTSELECTED,24,18,ND,170000,18-24
4587,fitness and wellness,AE,Locals,Female,False,NOTSELECTED,24,18,ND,13000,18-24
4588,fitness and wellness,YE,Locals,Female,False,NOTSELECTED,24,18,ND,12000,18-24
4589,fitness and wellness,PS,Locals,Female,False,NOTSELECTED,24,18,ND,21000,18-24
4675,fitness and wellness,DZ,Locals,Female,False,NOTSELECTED,24,18,HS,140000,18-24
4677,fitness and wellness,EG,Locals,Female,False,NOTSELECTED,24,18,HS,730000,18-24
4678,fitness and wellness,IQ,Locals,Female,False,NOTSELECTED,24,18,HS,130000,18-24
4679,fitness and wellness,JO,Locals,Female,False,NOTSELECTED,24,18,HS,110000,18-24
4680,fitness and wellness,KW,Locals,Female,False,NOTSELECTED,24,18,HS,2500,18-24
4681,fitness and wellness,LB,Locals,Female,False,NOTSELECTED,24,18,HS,57000,18-24
4682,fitness and wellness,LY,Locals,Female,False,NOTSELECTED,24,18,HS,44000,18-24
4683,fitness and wellness,MA,Locals,Female,False,NOTSELECTED,24,18,HS,190000,18-24
4684,fitness and wellness,OM,Locals,Female,False,NOTSELECTED,24,18,HS,1600,18-24
4685,fitness and wellness,QA,Locals,Female,False,NOTSELECTED,24,18,HS,2100,18-24
4686,fitness and wellness,SA,Locals,Female,False,NOTSELECTED,24,18,HS,47000,18-24
4687,fitness and wellness,SO,Locals,Female,False,NOTSELECTED,24,18,HS,4900,18-24
4688,fitness and wellness,TN,Locals,Female,False,NOTSELECTED,24,18,HS,110000,18-24
4689,fitness and wellness,AE,Locals,Female,False,NOTSELECTED,24,18,HS,6900,18-24
4690,fitness and wellness,YE,Locals,Female,False,NOTSELECTED,24,18,HS,10000,18-24
4691,fitness and wellness,PS,Locals,Female,False,NOTSELECTED,24,18,HS,32000,18-24
4777,fitness and wellness,DZ,Locals,Female,False,NOTSELECTED,24,18,GRAD,310000,18-24
4779,fitness and wellness,EG,Locals,Female,False,NOTSELECTED,24,18,GRAD,1100000,18-24
4780,fitness and wellness,IQ,Locals,Female,False,NOTSELECTED,24,18,GRAD,140000,18-24
4781,fitness and wellness,JO,Locals,Female,False,NOTSELECTED,24,18,GRAD,100000,18-24
4782,fitness and wellness,KW,Locals,Female,False,NOTSELECTED,24,18,GRAD,3200,18-24
4783,fitness and wellness,LB,Locals,Female,False,NOTSELECTED,24,18,GRAD,60000,18-24
4784,fitness and wellness,LY,Locals,Female,False,NOTSELECTED,24,18,GRAD,59000,18-24
4785,fitness and wellness,MA,Locals,Female,False,NOTSELECTED,24,18,GRAD,400000,18-24
4786,fitness and wellness,OM,Locals,Female,False,NOTSELECTED,24,18,GRAD,2300,18-24
4787,fitness and wellness,QA,Locals,Female,False,NOTSELECTED,24,18,GRAD,3300,18-24
4788,fitness and wellness,SA,Locals,Female,False,NOTSELECTED,24,18,GRAD,60000,18-24
4789,fitness and wellness,SO,Locals,Female,False,NOTSELECTED,24,18,GRAD,13000,18-24
4790,fitness and wellness,TN,Locals,Female,False,NOTSELECTED,24,18,GRAD,210000,18-24
4791,fitness and wellness,AE,Locals,Female,False,NOTSELECTED,24,18,GRAD,11000,18-24
4792,fitness and wellness,YE,Locals,Female,False,NOTSELECTED,24,18,GRAD,11000,18-24
4793,fitness and wellness,PS,Locals,Female,False,NOTSELECTED,24,18,GRAD,39000,18-24
6205,fitness and wellness,DZ,Locals,Male,False,NOTSELECTED,44,25,ND,700000,25-44
6207,fitness and wellness,EG,Locals,Male,False,NOTSELECTED,44,25,ND,1500000,25-44
6208,fitness and wellness,IQ,Locals,Male,False,NOTSELECTED,44,25,ND,940000,25-44
6209,fitness and wellness,JO,Locals,Male,False,NOTSELECTED,44,25,ND,170000,25-44
6210,fitness and wellness,KW,Locals,Male,False,NOTSELECTED,44,25,ND,23000,25-44
6211,fitness and wellness,LB,Locals,Male,False,NOTSELECTED,44,25,ND,140000,25-44
6212,fitness and wellness,LY,Locals,Male,False,NOTSELECTED,44,25,ND,120000,25-44
6213,fitness and wellness,MA,Locals,Male,False,NOTSELECTED,44,25,ND,600000,25-44
6214,fitness and wellness,OM,Locals,Male,False,NOTSELECTED,44,25,ND,21000,25-44
6215,fitness and wellness,QA,Locals,Male,False,NOTSELECTED,44,25,ND,19000,25-44
6216,fitness and wellness,SA,Locals,Male,False,NOTSELECTED,44,25,ND,1700000,25-44
6217,fitness and wellness,SO,Locals,Male,False,NOTSELECTED,44,25,ND,17000,25-44
6218,fitness and wellness,TN,Locals,Male,False,NOTSELECTED,44,25,ND,270000,25-44
6219,fitness and wellness,AE,Locals,Male,False,NOTSELECTED,44,25,ND,58000,25-44
6220,fitness and wellness,YE,Locals,Male,False,NOTSELECTED,44,25,ND,68000,25-44
6221,fitness and wellness,PS,Locals,Male,False,NOTSELECTED,44,25,ND,27000,25-44
6307,fitness and wellness,DZ,Locals,Male,False,NOTSELECTED,44,25,HS,180000,25-44
6309,fitness and wellness,EG,Locals,Male,False,NOTSELECTED,44,25,HS,530000,25-44
6310,fitness and wellness,IQ,Locals,Male,False,NOTSELECTED,44,25,HS,290000,25-44
6311,fitness and wellness,JO,Locals,Male,False,NOTSELECTED,44,25,HS,75000,25-44
6312,fitness and wellness,KW,Locals,Male,False,NOTSELECTED,44,25,HS,6000,25-44
6313,fitness and wellness,LB,Locals,Male,False,NOTSELECTED,44,25,HS,37000,25-44
6314,fitness and wellness,LY,Locals,Male,False,NOTSELECTED,44,25,HS,38000,25-44
6315,fitness and wellness,MA,Locals,Male,False,NOTSELECTED,44,25,HS,180000,25-44
6316,fitness and wellness,OM,Locals,Male,False,NOTSELECTED,44,25,HS,7100,25-44
6317,fitness and wellness,QA,Locals,Male,False,NOTSELECTED,44,25,HS,6800,25-44
6318,fitness and wellness,SA,Locals,Male,False,NOTSELECTED,44,25,HS,250000,25-44
6319,fitness and wellness,SO,Locals,Male,False,NOTSELECTED,44,25,HS,4500,25-44
6320,fitness and wellness,TN,Locals,Male,False,NOTSELECTED,44,25,HS,110000,25-44
6321,fitness and wellness,AE,Locals,Male,False,NOTSELECTED,44,25,HS,18000,25-44
6322,fitness and wellness,YE,Locals,Male,False,NOTSELECTED,44,25,HS,28000,25-44
6323,fitness and wellness,PS,Locals,Male,False,NOTSELECTED,44,25,HS,16000,25-44
6409,fitness and wellness,DZ,Locals,Male,False,NOTSELECTED,44,25,GRAD,670000,25-44
6411,fitness and wellness,EG,Locals,Male,False,NOTSELECTED,44,25,GRAD,2400000,25-44
6412,fitness and wellness,IQ,Locals,Male,False,NOTSELECTED,44,25,GRAD,990000,25-44
6413,fitness and wellness,JO,Locals,Male,False,NOTSELECTED,44,25,GRAD,250000,25-44
6414,fitness and wellness,KW,Locals,Male,False,NOTSELECTED,44,25,GRAD,25000,25-44
6415,fitness and wellness,LB,Locals,Male,False,NOTSELECTED,44,25,GRAD,130000,25-44
6416,fitness and wellness,LY,Locals,Male,False,NOTSELECTED,44,25,GRAD,160000,25-44
6417,fitness and wellness,MA,Locals,Male,False,NOTSELECTED,44,25,GRAD,680000,25-44
6418,fitness and wellness,OM,Locals,Male,False,NOTSELECTED,44,25,GRAD,27000,25-44
6419,fitness and wellness,QA,Locals,Male,False,NOTSELECTED,44,25,GRAD,27000,25-44
6420,fitness and wellness,SA,Locals,Male,False,NOTSELECTED,44,25,GRAD,740000,25-44
6421,fitness and wellness,SO,Locals,Male,False,NOTSELECTED,44,25,GRAD,22000,25-44
6422,fitness and wellness,TN,Locals,Male,False,NOTSELECTED,44,25,GRAD,370000,25-44
6423,fitness and wellness,AE,Locals,Male,False,NOTSELECTED,44,25,GRAD,81000,25-44
6424,fitness and wellness,YE,Locals,Male,False,NOTSELECTED,44,25,GRAD,110000,25-44
6425,fitness and wellness,PS,Locals,Male,False,NOTSELECTED,44,25,GRAD,70000,25-44
7021,fitness and wellness,DZ,Locals,Female,False,NOTSELECTED,44,25,ND,350000,25-44
7023,fitness and wellness,EG,Locals,Female,False,NOTSELECTED,44,25,ND,1100000,25-44
7024,fitness and wellness,IQ,Locals,Female,False,NOTSELECTED,44,25,ND,290000,25-44
7025,fitness and wellness,JO,Locals,Female,False,NOTSELECTED,44,25,ND,170000,25-44
7026,fitness and wellness,KW,Locals,Female,False,NOTSELECTED,44,25,ND,17000,25-44
7027,fitness and wellness,LB,Locals,Female,False,NOTSELECTED,44,25,ND,150000,25-44
7028,fitness and wellness,LY,Locals,Female,False,NOTSELECTED,44,25,ND,100000,25-44
7029,fitness and wellness,MA,Locals,Female,False,NOTSELECTED,44,25,ND,360000,25-44
7030,fitness and wellness,OM,Locals,Female,False,NOTSELECTED,44,25,ND,6800,25-44
7031,fitness and wellness,QA,Locals,Female,False,NOTSELECTED,44,25,ND,7600,25-44
7032,fitness and wellness,SA,Locals,Female,False,NOTSELECTED,44,25,ND,290000,25-44
7033,fitness and wellness,SO,Locals,Female,False,NOTSELECTED,44,25,ND,12000,25-44
7034,fitness and wellness,TN,Locals,Female,False,NOTSELECTED,44,25,ND,230000,25-44
7035,fitness and wellness,AE,Locals,Female,False,NOTSELECTED,44,25,ND,25000,25-44
7036,fitness and wellness,YE,Locals,Female,False,NOTSELECTED,44,25,ND,12000,25-44
7037,fitness and wellness,PS,Locals,Female,False,NOTSELECTED,44,25,ND,33000,25-44
7123,fitness and wellness,DZ,Locals,Female,False,NOTSELECTED,44,25,HS,80000,25-44
7125,fitness and wellness,EG,Locals,Female,False,NOTSELECTED,44,25,HS,310000,25-44
7126,fitness and wellness,IQ,Locals,Female,False,NOTSELECTED,44,25,HS,79000,25-44
7127,fitness and wellness,JO,Locals,Female,False,NOTSELECTED,44,25,HS,57000,25-44
7128,fitness and wellness,KW,Locals,Female,False,NOTSELECTED,44,25,HS,4300,25-44
7129,fitness and wellness,LB,Locals,Female,False,NOTSELECTED,44,25,HS,39000,25-44
7130,fitness and wellness,LY,Locals,Female,False,NOTSELECTED,44,25,HS,27000,25-44
7131,fitness and wellness,MA,Locals,Female,False,NOTSELECTED,44,25,HS,100000,25-44
7132,fitness and wellness,OM,Locals,Female,False,NOTSELECTED,44,25,HS,1500,25-44
7133,fitness and wellness,QA,Locals,Female,False,NOTSELECTED,44,25,HS,2800,25-44
7134,fitness and wellness,SA,Locals,Female,False,NOTSELECTED,44,25,HS,58000,25-44
7135,fitness and wellness,SO,Locals,Female,False,NOTSELECTED,44,25,HS,1800,25-44
7136,fitness and wellness,TN,Locals,Female,False,NOTSELECTED,44,25,HS,87000,25-44
7137,fitness and wellness,AE,Locals,Female,False,NOTSELECTED,44,25,HS,7900,25-44
7138,fitness and wellness,YE,Locals,Female,False,NOTSELECTED,44,25,HS,4900,25-44
7139,fitness and wellness,PS,Locals,Female,False,NOTSELECTED,44,25,HS,15000,25-44
7225,fitness and wellness,DZ,Locals,Female,False,NOTSELECTED,44,25,GRAD,360000,25-44
7227,fitness and wellness,EG,Locals,Female,False,NOTSELECTED,44,25,GRAD,1600000,25-44
7228,fitness and wellness,IQ,Locals,Female,False,NOTSELECTED,44,25,GRAD,260000,25-44
7229,fitness and wellness,JO,Locals,Female,False,NOTSELECTED,44,25,GRAD,190000,25-44
7230,fitness and wellness,KW,Locals,Female,False,NOTSELECTED,44,25,GRAD,16000,25-44
7231,fitness and wellness,LB,Locals,Female,False,NOTSELECTED,44,25,GRAD,140000,25-44
7232,fitness and wellness,LY,Locals,Female,False,NOTSELECTED,44,25,GRAD,110000,25-44
7233,fitness and wellness,MA,Locals,Female,False,NOTSELECTED,44,25,GRAD,350000,25-44
7234,fitness and wellness,OM,Locals,Female,False,NOTSELECTED,44,25,GRAD,6700,25-44
7235,fitness and wellness,QA,Locals,Female,False,NOTSELECTED,44,25,GRAD,11000,25-44
7236,fitness and wellness,SA,Locals,Female,False,NOTSELECTED,44,25,GRAD,190000,25-44
7237,fitness and wellness,SO,Locals,Female,False,NOTSELECTED,44,25,GRAD,8600,25-44
7238,fitness and wellness,TN,Locals,Female,False,NOTSELECTED,44,25,GRAD,350000,25-44
7239,fitness and wellness,AE,Locals,Female,False,NOTSELECTED,44,25,GRAD,34000,25-44
7240,fitness and wellness,YE,Locals,Female,False,NOTSELECTED,44,25,GRAD,19000,25-44
7241,fitness and wellness,PS,Locals,Female,False,NOTSELECTED,44,25,GRAD,58000,25-44
8653,fitness and wellness,DZ,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,100000,45+
8655,fitness and wellness,EG,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,470000,45+
8656,fitness and wellness,IQ,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,210000,45+
8657,fitness and wellness,JO,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,63000,45+
8658,fitness and wellness,KW,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,5200,45+
8659,fitness and wellness,LB,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,58000,45+
8660,fitness and wellness,LY,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,28000,45+
8661,fitness and wellness,MA,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,110000,45+
8662,fitness and wellness,OM,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,2300,45+
8663,fitness and wellness,QA,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,3200,45+
8664,fitness and wellness,SA,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,220000,45+
8665,fitness and wellness,SO,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,3100,45+
8666,fitness and wellness,TN,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,76000,45+
8667,fitness and wellness,AE,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,7300,45+
8668,fitness and wellness,YE,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,10000,45+
8669,fitness and wellness,PS,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,ND,9200,45+
8755,fitness and wellness,DZ,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,26000,45+
8757,fitness and wellness,EG,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,95000,45+
8758,fitness and wellness,IQ,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,45000,45+
8759,fitness and wellness,JO,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,17000,45+
8760,fitness and wellness,KW,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,1300,45+
8761,fitness and wellness,LB,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,10000,45+
8762,fitness and wellness,LY,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,7500,45+
8763,fitness and wellness,MA,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,27000,45+
8764,fitness and wellness,OM,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,530,45+
8765,fitness and wellness,QA,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,760,45+
8766,fitness and wellness,SA,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,29000,45+
8767,fitness and wellness,SO,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,530,45+
8768,fitness and wellness,TN,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,32000,45+
8769,fitness and wellness,AE,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,2000,45+
8770,fitness and wellness,YE,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,2700,45+
8771,fitness and wellness,PS,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,HS,3200,45+
8857,fitness and wellness,DZ,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,73000,45+
8859,fitness and wellness,EG,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,360000,45+
8860,fitness and wellness,IQ,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,140000,45+
8861,fitness and wellness,JO,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,43000,45+
8862,fitness and wellness,KW,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,4500,45+
8863,fitness and wellness,LB,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,32000,45+
8864,fitness and wellness,LY,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,26000,45+
8865,fitness and wellness,MA,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,85000,45+
8866,fitness and wellness,OM,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,1600,45+
8867,fitness and wellness,QA,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,2900,45+
8868,fitness and wellness,SA,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,79000,45+
8869,fitness and wellness,SO,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,1700,45+
8870,fitness and wellness,TN,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,79000,45+
8871,fitness and wellness,AE,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,6700,45+
8872,fitness and wellness,YE,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,9200,45+
8873,fitness and wellness,PS,Locals,Male,False,NOTSELECTED,NOTSELECTED,45,GRAD,9700,45+
9469,fitness and wellness,DZ,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,59000,45+
9471,fitness and wellness,EG,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,390000,45+
9472,fitness and wellness,IQ,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,80000,45+
9473,fitness and wellness,JO,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,62000,45+
9474,fitness and wellness,KW,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,3700,45+
9475,fitness and wellness,LB,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,85000,45+
9476,fitness and wellness,LY,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,29000,45+
9477,fitness and wellness,MA,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,73000,45+
9478,fitness and wellness,OM,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,670,45+
9479,fitness and wellness,QA,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,1800,45+
9480,fitness and wellness,SA,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,53000,45+
9481,fitness and wellness,SO,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,1200,45+
9482,fitness and wellness,TN,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,60000,45+
9483,fitness and wellness,AE,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,5300,45+
9484,fitness and wellness,YE,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,1900,45+
9485,fitness and wellness,PS,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,ND,12000,45+
9571,fitness and wellness,DZ,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,15000,45+
9573,fitness and wellness,EG,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,54000,45+
9574,fitness and wellness,IQ,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,13000,45+
9575,fitness and wellness,JO,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,11000,45+
9576,fitness and wellness,KW,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,700,45+
9577,fitness and wellness,LB,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,12000,45+
9578,fitness and wellness,LY,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,4700,45+
9579,fitness and wellness,MA,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,18000,45+
9580,fitness and wellness,OM,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,150,45+
9581,fitness and wellness,QA,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,450,45+
9582,fitness and wellness,SA,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,7600,45+
9583,fitness and wellness,SO,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,310,45+
9584,fitness and wellness,TN,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,24000,45+
9585,fitness and wellness,AE,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,1600,45+
9586,fitness and wellness,YE,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,410,45+
9587,fitness and wellness,PS,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,HS,2800,45+
9673,fitness and wellness,DZ,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,GRAD,35000,45+
9675,fitness and wellness,EG,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,GRAD,230000,45+
9676,fitness and wellness,IQ,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,GRAD,39000,45+
9677,fitness and wellness,JO,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,GRAD,28000,45+
9678,fitness and wellness,KW,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,GRAD,2300,45+
9679,fitness and wellness,LB,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,GRAD,33000,45+
9680,fitness and wellness,LY,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,GRAD,14000,45+
9681,fitness and wellness,MA,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,GRAD,44000,45+
9682,fitness and wellness,OM,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,GRAD,530,45+
9683,fitness and wellness,QA,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,GRAD,1100,45+
9684,fitness and wellness,SA,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,GRAD,21000,45+
9685,fitness and wellness,SO,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,GRAD,930,45+
9686,fitness and wellness,TN,Locals,Female,False,NOTSELECTED,NOTSELECTED,45,GRAD,45000,45+
